province,month,objective,p_esta,m_esta
สมุทรสงคราม,กุมภาพันธ์,บริการ,3,10.3
สมุทรสงคราม,มีนาคม,ขายส่ง/ขายปลีก,3,4.0
สมุทรสงคราม,มีนาคม,ผลิต,2,2.0
สมุทรสงคราม,มีนาคม,บริการ,5,5.0
สมุทรสงคราม,เมษายน,ขายส่ง/ขายปลีก,5,12.8
สมุทรสงคราม,เมษายน,ผลิต,1,0.5
สมุทรสงคราม,เมษายน,บริการ,2,1.5
สมุทรสงคราม,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
สมุทรสงคราม,พฤษภาคม,ผลิต,0,0.0
สมุทรสงคราม,พฤษภาคม,บริการ,0,0.0
สมุทรสงคราม,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
สมุทรสงคราม,มิถุนายน,ผลิต,0,0.0
สมุทรสงคราม,มิถุนายน,บริการ,0,0.0
สมุทรสงคราม,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
สมุทรสงคราม,กรกฎาคม,ผลิต,0,0.0
สมุทรสงคราม,กรกฎาคม,บริการ,0,0.0
สมุทรสงคราม,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
สมุทรสงคราม,สิงหาคม,ผลิต,0,0.0
สมุทรสงคราม,สิงหาคม,บริการ,0,0.0
สมุทรสงคราม,กันยายน,ขายส่ง/ขายปลีก,0,0.0
สมุทรสงคราม,กันยายน,ผลิต,0,0.0
สมุทรสงคราม,กันยายน,บริการ,0,0.0
สมุทรสงคราม,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
สมุทรสงคราม,ตุลาคม,ผลิต,0,0.0
สมุทรสงคราม,ตุลาคม,บริการ,0,0.0
สมุทรสงคราม,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
สมุทรสงคราม,พฤศจิกายน,ผลิต,0,0.0
สมุทรสงคราม,พฤศจิกายน,บริการ,0,0.0
สมุทรสงคราม,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
สมุทรสงคราม,ธันวาคม,ผลิต,0,0.0
สมุทรสงคราม,ธันวาคม,บริการ,0,0.0
สุพรรณบุรี,มกราคม,ขายส่ง/ขายปลีก,21,15.9
สุพรรณบุรี,มกราคม,ผลิต,3,1.7
สุพรรณบุรี,มกราคม,บริการ,24,32.005
สุพรรณบุรี,กุมภาพันธ์,ขายส่ง/ขายปลีก,11,12.2
สุพรรณบุรี,กุมภาพันธ์,ผลิต,4,3.3
สุพรรณบุรี,กุมภาพันธ์,บริการ,21,26.2
สุพรรณบุรี,มีนาคม,ขายส่ง/ขายปลีก,21,29.05
สุพรรณบุรี,มีนาคม,ผลิต,7,11.0
สุพรรณบุรี,มีนาคม,บริการ,28,22.95
สุพรรณบุรี,เมษายน,ขายส่ง/ขายปลีก,19,29.051111
สุพรรณบุรี,เมษายน,ผลิต,5,5.5
สุพรรณบุรี,เมษายน,บริการ,13,19.062
สุพรรณบุรี,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
สุพรรณบุรี,พฤษภาคม,ผลิต,0,0.0
สุพรรณบุรี,พฤษภาคม,บริการ,0,0.0
สุพรรณบุรี,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
สุพรรณบุรี,มิถุนายน,ผลิต,0,0.0
สุพรรณบุรี,มิถุนายน,บริการ,0,0.0
สุพรรณบุรี,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
สุพรรณบุรี,กรกฎาคม,ผลิต,0,0.0
สุพรรณบุรี,กรกฎาคม,บริการ,0,0.0
สุพรรณบุรี,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
สุพรรณบุรี,สิงหาคม,ผลิต,0,0.0
สุพรรณบุรี,สิงหาคม,บริการ,0,0.0
สุพรรณบุรี,กันยายน,ขายส่ง/ขายปลีก,0,0.0
สุพรรณบุรี,กันยายน,ผลิต,0,0.0
สุพรรณบุรี,กันยายน,บริการ,0,0.0
สุพรรณบุรี,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
สุพรรณบุรี,ตุลาคม,ผลิต,0,0.0
สุพรรณบุรี,ตุลาคม,บริการ,0,0.0
สุพรรณบุรี,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
สุพรรณบุรี,พฤศจิกายน,ผลิต,0,0.0
สุพรรณบุรี,พฤศจิกายน,บริการ,0,0.0
สุพรรณบุรี,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
สุพรรณบุรี,ธันวาคม,ผลิต,0,0.0
สุพรรณบุรี,ธันวาคม,บริการ,0,0.0
จันทบุรี,มกราคม,ขายส่ง/ขายปลีก,17,47.5
จันทบุรี,มกราคม,ผลิต,2,2.0
จันทบุรี,มกราคม,บริการ,15,18.4
จันทบุรี,กุมภาพันธ์,ขายส่ง/ขายปลีก,19,23.9
จันทบุรี,กุมภาพันธ์,ผลิต,1,1.0
จันทบุรี,กุมภาพันธ์,บริการ,14,20.5
จันทบุรี,มีนาคม,ขายส่ง/ขายปลีก,31,84.2
จันทบุรี,มีนาคม,ผลิต,4,3.0
จันทบุรี,มีนาคม,บริการ,8,8.0
จันทบุรี,เมษายน,ขายส่ง/ขายปลีก,28,56.45
จันทบุรี,เมษายน,ผลิต,1,2.0
จันทบุรี,เมษายน,บริการ,12,16.65
จันทบุรี,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
จันทบุรี,พฤษภาคม,ผลิต,0,0.0
จันทบุรี,พฤษภาคม,บริการ,0,0.0
จันทบุรี,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
จันทบุรี,มิถุนายน,ผลิต,0,0.0
จันทบุรี,มิถุนายน,บริการ,0,0.0
จันทบุรี,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
จันทบุรี,กรกฎาคม,ผลิต,0,0.0
จันทบุรี,กรกฎาคม,บริการ,0,0.0
จันทบุรี,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
จันทบุรี,สิงหาคม,ผลิต,0,0.0
จันทบุรี,สิงหาคม,บริการ,0,0.0
จันทบุรี,กันยายน,ขายส่ง/ขายปลีก,0,0.0
จันทบุรี,กันยายน,ผลิต,0,0.0
จันทบุรี,กันยายน,บริการ,0,0.0
จันทบุรี,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
จันทบุรี,ตุลาคม,ผลิต,0,0.0
จันทบุรี,ตุลาคม,บริการ,0,0.0
จันทบุรี,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
จันทบุรี,พฤศจิกายน,ผลิต,0,0.0
จันทบุรี,พฤศจิกายน,บริการ,0,0.0
จันทบุรี,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
จันทบุรี,ธันวาคม,ผลิต,0,0.0
จันทบุรี,ธันวาคม,บริการ,0,0.0
ฉะเชิงเทรา,มกราคม,ขายส่ง/ขายปลีก,34,44.71
ฉะเชิงเทรา,มกราคม,ผลิต,12,89.1
ฉะเชิงเทรา,มกราคม,บริการ,35,62.5
ฉะเชิงเทรา,กุมภาพันธ์,ขายส่ง/ขายปลีก,20,38.165
ฉะเชิงเทรา,กุมภาพันธ์,ผลิต,11,33.1
ฉะเชิงเทรา,กุมภาพันธ์,บริการ,27,29.5
ฉะเชิงเทรา,มีนาคม,ขายส่ง/ขายปลีก,33,58.715
ฉะเชิงเทรา,มีนาคม,ผลิต,9,19.2
ฉะเชิงเทรา,มีนาคม,บริการ,39,73.0
ฉะเชิงเทรา,เมษายน,ขายส่ง/ขายปลีก,25,38.9
ฉะเชิงเทรา,เมษายน,ผลิต,4,13.5
ฉะเชิงเทรา,เมษายน,บริการ,25,33.45
ฉะเชิงเทรา,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
ฉะเชิงเทรา,พฤษภาคม,ผลิต,0,0.0
ฉะเชิงเทรา,พฤษภาคม,บริการ,0,0.0
ฉะเชิงเทรา,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
ฉะเชิงเทรา,มิถุนายน,ผลิต,0,0.0
ฉะเชิงเทรา,มิถุนายน,บริการ,0,0.0
ฉะเชิงเทรา,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
ฉะเชิงเทรา,กรกฎาคม,ผลิต,0,0.0
ฉะเชิงเทรา,กรกฎาคม,บริการ,0,0.0
ฉะเชิงเทรา,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
ฉะเชิงเทรา,สิงหาคม,ผลิต,0,0.0
ฉะเชิงเทรา,สิงหาคม,บริการ,0,0.0
ฉะเชิงเทรา,กันยายน,ขายส่ง/ขายปลีก,0,0.0
ฉะเชิงเทรา,กันยายน,ผลิต,0,0.0
ฉะเชิงเทรา,กันยายน,บริการ,0,0.0
ฉะเชิงเทรา,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
ฉะเชิงเทรา,ตุลาคม,ผลิต,0,0.0
ฉะเชิงเทรา,ตุลาคม,บริการ,0,0.0
ฉะเชิงเทรา,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
ฉะเชิงเทรา,พฤศจิกายน,ผลิต,0,0.0
ฉะเชิงเทรา,พฤศจิกายน,บริการ,0,0.0
ฉะเชิงเทรา,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
ฉะเชิงเทรา,ธันวาคม,ผลิต,0,0.0
ฉะเชิงเทรา,ธันวาคม,บริการ,0,0.0
ชลบุรี,มกราคม,ขายส่ง/ขายปลีก,171,308.333
ชลบุรี,มกราคม,ผลิต,75,431.82
ชลบุรี,มกราคม,บริการ,460,1120.77
ชลบุรี,กุมภาพันธ์,ขายส่ง/ขายปลีก,138,317.282
ชลบุรี,กุมภาพันธ์,ผลิต,75,278.81
ชลบุรี,กุมภาพันธ์,บริการ,336,832.633
ชลบุรี,มีนาคม,ขายส่ง/ขายปลีก,149,307.302
ชลบุรี,มีนาคม,ผลิต,74,189.75
ชลบุรี,มีนาคม,บริการ,441,1061.45
ชลบุรี,เมษายน,ขายส่ง/ขายปลีก,137,238.82
ชลบุรี,เมษายน,ผลิต,62,243.36
ชลบุรี,เมษายน,บริการ,357,1115.7501
ชลบุรี,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
ชลบุรี,พฤษภาคม,ผลิต,0,0.0
ชลบุรี,พฤษภาคม,บริการ,0,0.0
ชลบุรี,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
ชลบุรี,มิถุนายน,ผลิต,0,0.0
ชลบุรี,มิถุนายน,บริการ,0,0.0
ชลบุรี,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
ชลบุรี,กรกฎาคม,ผลิต,0,0.0
ชลบุรี,กรกฎาคม,บริการ,0,0.0
ชลบุรี,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
ชลบุรี,สิงหาคม,ผลิต,0,0.0
ชลบุรี,สิงหาคม,บริการ,0,0.0
ชลบุรี,กันยายน,ขายส่ง/ขายปลีก,0,0.0
ชลบุรี,กันยายน,ผลิต,0,0.0
ชลบุรี,กันยายน,บริการ,0,0.0
ชลบุรี,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
ชลบุรี,ตุลาคม,ผลิต,0,0.0
ชลบุรี,ตุลาคม,บริการ,0,0.0
ชลบุรี,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
ชลบุรี,พฤศจิกายน,ผลิต,0,0.0
ชลบุรี,พฤศจิกายน,บริการ,0,0.0
ชลบุรี,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
ชลบุรี,ธันวาคม,ผลิต,0,0.0
ชลบุรี,ธันวาคม,บริการ,0,0.0
ตราด,มกราคม,ขายส่ง/ขายปลีก,3,5.7
ตราด,มกราคม,ผลิต,0,0.0
ตราด,มกราคม,บริการ,1,5.0
ตราด,กุมภาพันธ์,ขายส่ง/ขายปลีก,0,0.0
ตราด,กุมภาพันธ์,ผลิต,3,7.1
ตราด,กุมภาพันธ์,บริการ,11,19.1
ตราด,มีนาคม,ขายส่ง/ขายปลีก,4,5.0
ตราด,มีนาคม,ผลิต,1,0.15
ตราด,มีนาคม,บริการ,2,2.0
ตราด,เมษายน,ขายส่ง/ขายปลีก,8,18.0
ตราด,เมษายน,ผลิต,1,0.1
ตราด,เมษายน,บริการ,1,2.0
ตราด,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
ตราด,พฤษภาคม,ผลิต,0,0.0
ตราด,พฤษภาคม,บริการ,0,0.0
ตราด,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
ตราด,มิถุนายน,ผลิต,0,0.0
ตราด,มิถุนายน,บริการ,0,0.0
ตราด,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
ตราด,กรกฎาคม,ผลิต,0,0.0
ตราด,กรกฎาคม,บริการ,0,0.0
ตราด,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
ตราด,สิงหาคม,ผลิต,0,0.0
ตราด,สิงหาคม,บริการ,0,0.0
ตราด,กันยายน,ขายส่ง/ขายปลีก,0,0.0
ตราด,กันยายน,ผลิต,0,0.0
ตราด,กันยายน,บริการ,0,0.0
ตราด,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
ตราด,ตุลาคม,ผลิต,0,0.0
ตราด,ตุลาคม,บริการ,0,0.0
ตราด,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
ตราด,พฤศจิกายน,ผลิต,0,0.0
ตราด,พฤศจิกายน,บริการ,0,0.0
ตราด,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
ตราด,ธันวาคม,ผลิต,0,0.0
ตราด,ธันวาคม,บริการ,0,0.0
นครนายก,มกราคม,ขายส่ง/ขายปลีก,2,2.0
นครนายก,มกราคม,ผลิต,1,1.0
นครนายก,มกราคม,บริการ,9,6.63
นครนายก,กุมภาพันธ์,ขายส่ง/ขายปลีก,2,5.0
นครนายก,กุมภาพันธ์,ผลิต,4,4.6
นครนายก,กุมภาพันธ์,บริการ,7,7.2
นครนายก,มีนาคม,ขายส่ง/ขายปลีก,4,7.4
นครนายก,มีนาคม,ผลิต,1,5.0
นครนายก,มีนาคม,บริการ,7,7.0
นครนายก,เมษายน,ขายส่ง/ขายปลีก,9,20.5
นครนายก,เมษายน,ผลิต,2,2.0
นครนายก,เมษายน,บริการ,7,9.6
นครนายก,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
นครนายก,พฤษภาคม,ผลิต,0,0.0
นครนายก,พฤษภาคม,บริการ,0,0.0
นครนายก,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
นครนายก,มิถุนายน,ผลิต,0,0.0
นครนายก,มิถุนายน,บริการ,0,0.0
นครนายก,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
นครนายก,กรกฎาคม,ผลิต,0,0.0
นครนายก,กรกฎาคม,บริการ,0,0.0
นครนายก,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
นครนายก,สิงหาคม,ผลิต,0,0.0
นครนายก,สิงหาคม,บริการ,0,0.0
นครนายก,กันยายน,ขายส่ง/ขายปลีก,0,0.0
นครนายก,กันยายน,ผลิต,0,0.0
นครนายก,กันยายน,บริการ,0,0.0
นครนายก,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
นครนายก,ตุลาคม,ผลิต,0,0.0
นครนายก,ตุลาคม,บริการ,0,0.0
นครนายก,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
นครนายก,พฤศจิกายน,ผลิต,0,0.0
นครนายก,พฤศจิกายน,บริการ,0,0.0
นครนายก,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
นครนายก,ธันวาคม,ผลิต,0,0.0
นครนายก,ธันวาคม,บริการ,0,0.0
ปราจีนบุรี,มกราคม,ขายส่ง/ขายปลีก,16,39.41
ปราจีนบุรี,มกราคม,ผลิต,17,80.5
ปราจีนบุรี,มกราคม,บริการ,18,28.655
ปราจีนบุรี,กุมภาพันธ์,ขายส่ง/ขายปลีก,12,20.8
ปราจีนบุรี,กุมภาพันธ์,ผลิต,2,6.0
ปราจีนบุรี,กุมภาพันธ์,บริการ,28,37.47
ปราจีนบุรี,มีนาคม,ขายส่ง/ขายปลีก,12,22.0
ปราจีนบุรี,มีนาคม,ผลิต,7,17.0
ปราจีนบุรี,มีนาคม,บริการ,17,115.59
ปราจีนบุรี,เมษายน,ขายส่ง/ขายปลีก,12,10.9
ปราจีนบุรี,เมษายน,ผลิต,1,5.0
ปราจีนบุรี,เมษายน,บริการ,11,18.2
ปราจีนบุรี,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
ปราจีนบุรี,พฤษภาคม,ผลิต,0,0.0
ปราจีนบุรี,พฤษภาคม,บริการ,0,0.0
ปราจีนบุรี,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
ปราจีนบุรี,มิถุนายน,ผลิต,0,0.0
ปราจีนบุรี,มิถุนายน,บริการ,0,0.0
ปราจีนบุรี,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
ปราจีนบุรี,กรกฎาคม,ผลิต,0,0.0
ปราจีนบุรี,กรกฎาคม,บริการ,0,0.0
ปราจีนบุรี,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
ปราจีนบุรี,สิงหาคม,ผลิต,0,0.0
ปราจีนบุรี,สิงหาคม,บริการ,0,0.0
ปราจีนบุรี,กันยายน,ขายส่ง/ขายปลีก,0,0.0
ปราจีนบุรี,กันยายน,ผลิต,0,0.0
ปราจีนบุรี,กันยายน,บริการ,0,0.0
ปราจีนบุรี,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
ปราจีนบุรี,ตุลาคม,ผลิต,0,0.0
ปราจีนบุรี,ตุลาคม,บริการ,0,0.0
ปราจีนบุรี,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
ปราจีนบุรี,พฤศจิกายน,ผลิต,0,0.0
ปราจีนบุรี,พฤศจิกายน,บริการ,0,0.0
ปราจีนบุรี,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
ปราจีนบุรี,ธันวาคม,ผลิต,0,0.0
ปราจีนบุรี,ธันวาคม,บริการ,0,0.0
ระยอง,มกราคม,ขายส่ง/ขายปลีก,63,580.8
ระยอง,มกราคม,ผลิต,31,85.71
ระยอง,มกราคม,บริการ,104,195.26
ระยอง,กุมภาพันธ์,ขายส่ง/ขายปลีก,53,81.5
ระยอง,กุมภาพันธ์,ผลิต,20,84.0
ระยอง,กุมภาพันธ์,บริการ,79,149.86
ระยอง,มีนาคม,ขายส่ง/ขายปลีก,49,92.75
ระยอง,มีนาคม,ผลิต,21,479.4
ระยอง,มีนาคม,บริการ,88,200.1525
ระยอง,เมษายน,ขายส่ง/ขายปลีก,52,92.0
ระยอง,เมษายน,ผลิต,17,229.35
ระยอง,เมษายน,บริการ,81,140.96
ระยอง,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
ระยอง,พฤษภาคม,ผลิต,0,0.0
ระยอง,พฤษภาคม,บริการ,0,0.0
ระยอง,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
ระยอง,มิถุนายน,ผลิต,0,0.0
ระยอง,มิถุนายน,บริการ,0,0.0
ระยอง,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
ระยอง,กรกฎาคม,ผลิต,0,0.0
ระยอง,กรกฎาคม,บริการ,0,0.0
ระยอง,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
ระยอง,สิงหาคม,ผลิต,0,0.0
ระยอง,สิงหาคม,บริการ,0,0.0
ระยอง,กันยายน,ขายส่ง/ขายปลีก,0,0.0
ระยอง,กันยายน,ผลิต,0,0.0
ระยอง,กันยายน,บริการ,0,0.0
ระยอง,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
ระยอง,ตุลาคม,ผลิต,0,0.0
ระยอง,ตุลาคม,บริการ,0,0.0
ระยอง,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
ระยอง,พฤศจิกายน,ผลิต,0,0.0
ระยอง,พฤศจิกายน,บริการ,0,0.0
ระยอง,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
ระยอง,ธันวาคม,ผลิต,0,0.0
ระยอง,ธันวาคม,บริการ,0,0.0
สระแก้ว,มกราคม,ขายส่ง/ขายปลีก,21,24.1
สระแก้ว,มกราคม,ผลิต,0,0.0
สระแก้ว,มกราคม,บริการ,13,14.7
สระแก้ว,กุมภาพันธ์,ขายส่ง/ขายปลีก,11,13.1
สระแก้ว,กุมภาพันธ์,ผลิต,0,0.0
สระแก้ว,กุมภาพันธ์,บริการ,12,19.0
สระแก้ว,มีนาคม,ขายส่ง/ขายปลีก,11,23.71
สระแก้ว,มีนาคม,ผลิต,2,5.5
สระแก้ว,มีนาคม,บริการ,10,19.0
สระแก้ว,เมษายน,ขายส่ง/ขายปลีก,6,14.0
สระแก้ว,เมษายน,ผลิต,1,1.0
สระแก้ว,เมษายน,บริการ,7,6.7
สระแก้ว,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
สระแก้ว,พฤษภาคม,ผลิต,0,0.0
สระแก้ว,พฤษภาคม,บริการ,0,0.0
สระแก้ว,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
สระแก้ว,มิถุนายน,ผลิต,0,0.0
สระแก้ว,มิถุนายน,บริการ,0,0.0
สระแก้ว,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
สระแก้ว,กรกฎาคม,ผลิต,0,0.0
สระแก้ว,กรกฎาคม,บริการ,0,0.0
สระแก้ว,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
สระแก้ว,สิงหาคม,ผลิต,0,0.0
สระแก้ว,สิงหาคม,บริการ,0,0.0
สระแก้ว,กันยายน,ขายส่ง/ขายปลีก,0,0.0
สระแก้ว,กันยายน,ผลิต,0,0.0
สระแก้ว,กันยายน,บริการ,0,0.0
สระแก้ว,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
สระแก้ว,ตุลาคม,ผลิต,0,0.0
สระแก้ว,ตุลาคม,บริการ,0,0.0
สระแก้ว,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
สระแก้ว,พฤศจิกายน,ผลิต,0,0.0
สระแก้ว,พฤศจิกายน,บริการ,0,0.0
สระแก้ว,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
สระแก้ว,ธันวาคม,ผลิต,0,0.0
สระแก้ว,ธันวาคม,บริการ,0,0.0
กระบี่,มกราคม,ขายส่ง/ขายปลีก,11,19.0
กระบี่,มกราคม,ผลิต,1,0.6
กระบี่,มกราคม,บริการ,44,67.95
กระบี่,กุมภาพันธ์,ขายส่ง/ขายปลีก,15,19.36
กระบี่,กุมภาพันธ์,ผลิต,0,0.0
กระบี่,กุมภาพันธ์,บริการ,39,62.94
กระบี่,มีนาคม,ขายส่ง/ขายปลีก,1,1.0
กระบี่,มีนาคม,ผลิต,10,12.6
กระบี่,มีนาคม,บริการ,29,46.428295
กระบี่,เมษายน,ขายส่ง/ขายปลีก,6,11.1
กระบี่,เมษายน,ผลิต,1,1.8
กระบี่,เมษายน,บริการ,18,33.6
กระบี่,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
กระบี่,พฤษภาคม,ผลิต,0,0.0
กระบี่,พฤษภาคม,บริการ,0,0.0
กระบี่,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
กระบี่,มิถุนายน,ผลิต,0,0.0
กระบี่,มิถุนายน,บริการ,0,0.0
กระบี่,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
กระบี่,กรกฎาคม,ผลิต,0,0.0
กระบี่,กรกฎาคม,บริการ,0,0.0
กระบี่,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
กระบี่,สิงหาคม,ผลิต,0,0.0
กระบี่,สิงหาคม,บริการ,0,0.0
กระบี่,กันยายน,ขายส่ง/ขายปลีก,0,0.0
กระบี่,กันยายน,ผลิต,0,0.0
กระบี่,กันยายน,บริการ,0,0.0
กระบี่,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
กระบี่,ตุลาคม,ผลิต,0,0.0
กระบี่,ตุลาคม,บริการ,0,0.0
กระบี่,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
กระบี่,พฤศจิกายน,ผลิต,0,0.0
กระบี่,พฤศจิกายน,บริการ,0,0.0
กระบี่,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
กระบี่,ธันวาคม,ผลิต,0,0.0
กระบี่,ธันวาคม,บริการ,0,0.0
ชุมพร,มกราคม,ขายส่ง/ขายปลีก,7,11.5
ชุมพร,มกราคม,ผลิต,2,1.3
ชุมพร,มกราคม,บริการ,15,19.7
ชุมพร,กุมภาพันธ์,ขายส่ง/ขายปลีก,14,17.4
ชุมพร,กุมภาพันธ์,ผลิต,3,3.0
ชุมพร,กุมภาพันธ์,บริการ,6,6.5
ชุมพร,มีนาคม,ขายส่ง/ขายปลีก,9,14.1
ชุมพร,มีนาคม,ผลิต,3,3.0
ชุมพร,มีนาคม,บริการ,11,9.8
ชุมพร,เมษายน,ขายส่ง/ขายปลีก,16,24.1
ชุมพร,เมษายน,ผลิต,5,9.0
ชุมพร,เมษายน,บริการ,8,7.05
ชุมพร,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
ชุมพร,พฤษภาคม,ผลิต,0,0.0
ชุมพร,พฤษภาคม,บริการ,0,0.0
ชุมพร,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
ชุมพร,มิถุนายน,ผลิต,0,0.0
ชุมพร,มิถุนายน,บริการ,0,0.0
ชุมพร,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
ชุมพร,กรกฎาคม,ผลิต,0,0.0
ชุมพร,กรกฎาคม,บริการ,0,0.0
ชุมพร,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
ชุมพร,สิงหาคม,ผลิต,0,0.0
ชุมพร,สิงหาคม,บริการ,0,0.0
ชุมพร,กันยายน,ขายส่ง/ขายปลีก,0,0.0
ชุมพร,กันยายน,ผลิต,0,0.0
ชุมพร,กันยายน,บริการ,0,0.0
ชุมพร,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
ชุมพร,ตุลาคม,ผลิต,0,0.0
ชุมพร,ตุลาคม,บริการ,0,0.0
ชุมพร,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
ชุมพร,พฤศจิกายน,ผลิต,0,0.0
ชุมพร,พฤศจิกายน,บริการ,0,0.0
ชุมพร,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
ชุมพร,ธันวาคม,ผลิต,0,0.0
ชุมพร,ธันวาคม,บริการ,0,0.0
ตรัง,มกราคม,ขายส่ง/ขายปลีก,15,25.2
ตรัง,มกราคม,ผลิต,0,0.0
ตรัง,มกราคม,บริการ,11,58.81
ตรัง,กุมภาพันธ์,ขายส่ง/ขายปลีก,2,1.05
ตรัง,กุมภาพันธ์,ผลิต,1,1.0
ตรัง,กุมภาพันธ์,บริการ,9,15.0
ตรัง,มีนาคม,ขายส่ง/ขายปลีก,9,5.5
ตรัง,มีนาคม,ผลิต,1,1.0
ตรัง,มีนาคม,บริการ,11,11.66
ตรัง,เมษายน,ขายส่ง/ขายปลีก,4,8.0
ตรัง,เมษายน,ผลิต,1,2.0
ตรัง,เมษายน,บริการ,6,4.2
ตรัง,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
ตรัง,พฤษภาคม,ผลิต,0,0.0
ตรัง,พฤษภาคม,บริการ,0,0.0
ตรัง,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
ตรัง,มิถุนายน,ผลิต,0,0.0
ตรัง,มิถุนายน,บริการ,0,0.0
ตรัง,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
ตรัง,กรกฎาคม,ผลิต,0,0.0
ตรัง,กรกฎาคม,บริการ,0,0.0
