province,month,objective,p_esta,m_esta
กรุงเทพมหานคร,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
กรุงเทพมหานคร,ตุลาคม,ผลิต,0,0.0
กรุงเทพมหานคร,ตุลาคม,บริการ,0,0.0
กรุงเทพมหานคร,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
กรุงเทพมหานคร,พฤศจิกายน,ผลิต,0,0.0
กรุงเทพมหานคร,พฤศจิกายน,บริการ,0,0.0
กรุงเทพมหานคร,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
กรุงเทพมหานคร,ธันวาคม,ผลิต,0,0.0
กรุงเทพมหานคร,ธันวาคม,บริการ,0,0.0
ชัยนาท,มกราคม,ขายส่ง/ขายปลีก,5,9.5
ชัยนาท,มกราคม,ผลิต,2,1.5
ชัยนาท,มกราคม,บริการ,10,10.8
ชัยนาท,กุมภาพันธ์,ขายส่ง/ขายปลีก,3,2.1
ชัยนาท,กุมภาพันธ์,ผลิต,4,2.6
ชัยนาท,กุมภาพันธ์,บริการ,7,7.3
ชัยนาท,มีนาคม,ขายส่ง/ขายปลีก,6,5.8
ชัยนาท,มีนาคม,ผลิต,2,7.0
ชัยนาท,มีนาคม,บริการ,4,7.0
ชัยนาท,เมษายน,ขายส่ง/ขายปลีก,1,5.0
ชัยนาท,เมษายน,ผลิต,2,3.5
ชัยนาท,เมษายน,บริการ,3,3.5
ชัยนาท,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
ชัยนาท,พฤษภาคม,ผลิต,0,0.0
ชัยนาท,พฤษภาคม,บริการ,0,0.0
ชัยนาท,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
ชัยนาท,มิถุนายน,ผลิต,0,0.0
ชัยนาท,มิถุนายน,บริการ,0,0.0
ชัยนาท,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
ชัยนาท,กรกฎาคม,ผลิต,0,0.0
ชัยนาท,กรกฎาคม,บริการ,0,0.0
ชัยนาท,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
ชัยนาท,สิงหาคม,ผลิต,0,0.0
ชัยนาท,สิงหาคม,บริการ,0,0.0
ชัยนาท,กันยายน,ขายส่ง/ขายปลีก,0,0.0
ชัยนาท,กันยายน,ผลิต,0,0.0
ชัยนาท,กันยายน,บริการ,0,0.0
ชัยนาท,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
ชัยนาท,ตุลาคม,ผลิต,0,0.0
ชัยนาท,ตุลาคม,บริการ,0,0.0
ชัยนาท,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
ชัยนาท,พฤศจิกายน,ผลิต,0,0.0
ชัยนาท,พฤศจิกายน,บริการ,0,0.0
ชัยนาท,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
ชัยนาท,ธันวาคม,ผลิต,0,0.0
ชัยนาท,ธันวาคม,บริการ,0,0.0
นครปฐม,มกราคม,ขายส่ง/ขายปลีก,54,76.330001
นครปฐม,มกราคม,ผลิต,21,22.8
นครปฐม,มกราคม,บริการ,63,76.758
นครปฐม,กุมภาพันธ์,ขายส่ง/ขายปลีก,40,55.16
นครปฐม,กุมภาพันธ์,ผลิต,20,125.0
นครปฐม,กุมภาพันธ์,บริการ,57,61.0572
นครปฐม,มีนาคม,ขายส่ง/ขายปลีก,43,49.905
นครปฐม,มีนาคม,ผลิต,20,29.6
นครปฐม,มีนาคม,บริการ,57,83.2
นครปฐม,เมษายน,ขายส่ง/ขายปลีก,51,67.161
นครปฐม,เมษายน,ผลิต,17,34.15
นครปฐม,เมษายน,บริการ,49,88.21
นครปฐม,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
นครปฐม,พฤษภาคม,ผลิต,0,0.0
นครปฐม,พฤษภาคม,บริการ,0,0.0
นครปฐม,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
นครปฐม,มิถุนายน,ผลิต,0,0.0
นครปฐม,มิถุนายน,บริการ,0,0.0
นครปฐม,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
นครปฐม,กรกฎาคม,ผลิต,0,0.0
นครปฐม,กรกฎาคม,บริการ,0,0.0
นครปฐม,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
นครปฐม,สิงหาคม,ผลิต,0,0.0
นครปฐม,สิงหาคม,บริการ,0,0.0
นครปฐม,กันยายน,ขายส่ง/ขายปลีก,0,0.0
นครปฐม,กันยายน,ผลิต,0,0.0
นครปฐม,กันยายน,บริการ,0,0.0
นครปฐม,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
นครปฐม,ตุลาคม,ผลิต,0,0.0
นครปฐม,ตุลาคม,บริการ,0,0.0
นครปฐม,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
นครปฐม,พฤศจิกายน,ผลิต,0,0.0
นครปฐม,พฤศจิกายน,บริการ,0,0.0
นครปฐม,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
นครปฐม,ธันวาคม,ผลิต,0,0.0
นครปฐม,ธันวาคม,บริการ,0,0.0
นนทบุรี,มกราคม,ขายส่ง/ขายปลีก,161,215.94
นนทบุรี,มกราคม,ผลิต,36,54.9
นนทบุรี,มกราคม,บริการ,272,352.142
นนทบุรี,กุมภาพันธ์,ขายส่ง/ขายปลีก,156,214.266242
นนทบุรี,กุมภาพันธ์,ผลิต,39,59.1104
นนทบุรี,กุมภาพันธ์,บริการ,276,359.994
นนทบุรี,มีนาคม,ขายส่ง/ขายปลีก,154,231.5
นนทบุรี,มีนาคม,ผลิต,36,43.9
นนทบุรี,มีนาคม,บริการ,247,312.63
นนทบุรี,เมษายน,ขายส่ง/ขายปลีก,149,218.66
นนทบุรี,เมษายน,ผลิต,29,88.05
นนทบุรี,เมษายน,บริการ,202,774.505
นนทบุรี,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
นนทบุรี,พฤษภาคม,ผลิต,0,0.0
นนทบุรี,พฤษภาคม,บริการ,0,0.0
นนทบุรี,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
นนทบุรี,มิถุนายน,ผลิต,0,0.0
นนทบุรี,มิถุนายน,บริการ,0,0.0
นนทบุรี,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
นนทบุรี,กรกฎาคม,ผลิต,0,0.0
นนทบุรี,กรกฎาคม,บริการ,0,0.0
นนทบุรี,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
นนทบุรี,สิงหาคม,ผลิต,0,0.0
นนทบุรี,สิงหาคม,บริการ,0,0.0
นนทบุรี,กันยายน,ขายส่ง/ขายปลีก,0,0.0
นนทบุรี,กันยายน,ผลิต,0,0.0
นนทบุรี,กันยายน,บริการ,0,0.0
นนทบุรี,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
นนทบุรี,ตุลาคม,ผลิต,0,0.0
นนทบุรี,ตุลาคม,บริการ,0,0.0
นนทบุรี,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
นนทบุรี,พฤศจิกายน,ผลิต,0,0.0
นนทบุรี,พฤศจิกายน,บริการ,0,0.0
นนทบุรี,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
นนทบุรี,ธันวาคม,ผลิต,0,0.0
นนทบุรี,ธันวาคม,บริการ,0,0.0
ปทุมธานี,มกราคม,ขายส่ง/ขายปลีก,147,181.49
ปทุมธานี,มกราคม,ผลิต,47,66.38
ปทุมธานี,มกราคม,บริการ,245,451.71
ปทุมธานี,กุมภาพันธ์,ขายส่ง/ขายปลีก,122,176.56
ปทุมธานี,กุมภาพันธ์,ผลิต,44,64.65
ปทุมธานี,กุมภาพันธ์,บริการ,198,258.9518
ปทุมธานี,มีนาคม,ขายส่ง/ขายปลีก,142,192.37
ปทุมธานี,มีนาคม,ผลิต,46,59.1
ปทุมธานี,มีนาคม,บริการ,182,223.911
ปทุมธานี,เมษายน,ขายส่ง/ขายปลีก,108,126.55
ปทุมธานี,เมษายน,ผลิต,36,63.7
ปทุมธานี,เมษายน,บริการ,164,225.64
ปทุมธานี,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
ปทุมธานี,พฤษภาคม,ผลิต,0,0.0
ปทุมธานี,พฤษภาคม,บริการ,0,0.0
ปทุมธานี,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
ปทุมธานี,มิถุนายน,ผลิต,0,0.0
ปทุมธานี,มิถุนายน,บริการ,0,0.0
ปทุมธานี,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
ปทุมธานี,กรกฎาคม,ผลิต,0,0.0
ปทุมธานี,กรกฎาคม,บริการ,0,0.0
ปทุมธานี,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
ปทุมธานี,สิงหาคม,ผลิต,0,0.0
ปทุมธานี,สิงหาคม,บริการ,0,0.0
ปทุมธานี,กันยายน,ขายส่ง/ขายปลีก,0,0.0
ปทุมธานี,กันยายน,ผลิต,0,0.0
ปทุมธานี,กันยายน,บริการ,0,0.0
ปทุมธานี,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
ปทุมธานี,ตุลาคม,ผลิต,0,0.0
ปทุมธานี,ตุลาคม,บริการ,0,0.0
ปทุมธานี,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
ปทุมธานี,พฤศจิกายน,ผลิต,0,0.0
ปทุมธานี,พฤศจิกายน,บริการ,0,0.0
ปทุมธานี,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
ปทุมธานี,ธันวาคม,ผลิต,0,0.0
ปทุมธานี,ธันวาคม,บริการ,0,0.0
พระนครศรีอยุธยา,มกราคม,ขายส่ง/ขายปลีก,25,28.9
พระนครศรีอยุธยา,มกราคม,ผลิต,9,127.3
พระนครศรีอยุธยา,มกราคม,บริการ,93,78.22
พระนครศรีอยุธยา,กุมภาพันธ์,ขายส่ง/ขายปลีก,22,32.1
พระนครศรีอยุธยา,กุมภาพันธ์,ผลิต,7,14.5
พระนครศรีอยุธยา,กุมภาพันธ์,บริการ,52,79.95
พระนครศรีอยุธยา,มีนาคม,ขายส่ง/ขายปลีก,27,31.7
พระนครศรีอยุธยา,มีนาคม,ผลิต,8,59.5
พระนครศรีอยุธยา,มีนาคม,บริการ,38,45.605
พระนครศรีอยุธยา,เมษายน,ขายส่ง/ขายปลีก,38,63.8
พระนครศรีอยุธยา,เมษายน,ผลิต,8,13.1
พระนครศรีอยุธยา,เมษายน,บริการ,38,38.0
พระนครศรีอยุธยา,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
พระนครศรีอยุธยา,พฤษภาคม,ผลิต,0,0.0
พระนครศรีอยุธยา,พฤษภาคม,บริการ,0,0.0
พระนครศรีอยุธยา,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
พระนครศรีอยุธยา,มิถุนายน,ผลิต,0,0.0
พระนครศรีอยุธยา,มิถุนายน,บริการ,0,0.0
พระนครศรีอยุธยา,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
พระนครศรีอยุธยา,กรกฎาคม,ผลิต,0,0.0
พระนครศรีอยุธยา,กรกฎาคม,บริการ,0,0.0
พระนครศรีอยุธยา,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
พระนครศรีอยุธยา,สิงหาคม,ผลิต,0,0.0
พระนครศรีอยุธยา,สิงหาคม,บริการ,0,0.0
พระนครศรีอยุธยา,กันยายน,ขายส่ง/ขายปลีก,0,0.0
พระนครศรีอยุธยา,กันยายน,ผลิต,0,0.0
พระนครศรีอยุธยา,กันยายน,บริการ,0,0.0
พระนครศรีอยุธยา,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
พระนครศรีอยุธยา,ตุลาคม,ผลิต,0,0.0
พระนครศรีอยุธยา,ตุลาคม,บริการ,0,0.0
พระนครศรีอยุธยา,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
พระนครศรีอยุธยา,พฤศจิกายน,ผลิต,0,0.0
พระนครศรีอยุธยา,พฤศจิกายน,บริการ,0,0.0
พระนครศรีอยุธยา,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
พระนครศรีอยุธยา,ธันวาคม,ผลิต,0,0.0
พระนครศรีอยุธยา,ธันวาคม,บริการ,0,0.0
ลพบุรี,มกราคม,ขายส่ง/ขายปลีก,12,15.2
ลพบุรี,มกราคม,ผลิต,7,21.65
ลพบุรี,มกราคม,บริการ,16,30.05
ลพบุรี,กุมภาพันธ์,ขายส่ง/ขายปลีก,10,16.9
ลพบุรี,กุมภาพันธ์,ผลิต,2,1.1
ลพบุรี,กุมภาพันธ์,บริการ,9,8.8
ลพบุรี,มีนาคม,ขายส่ง/ขายปลีก,8,6.0
ลพบุรี,มีนาคม,ผลิต,1,0.1
ลพบุรี,มีนาคม,บริการ,19,25.2
ลพบุรี,เมษายน,ขายส่ง/ขายปลีก,13,21.7
ลพบุรี,เมษายน,ผลิต,1,0.1
ลพบุรี,เมษายน,บริการ,14,14.808
ลพบุรี,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
ลพบุรี,พฤษภาคม,ผลิต,0,0.0
ลพบุรี,พฤษภาคม,บริการ,0,0.0
ลพบุรี,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
ลพบุรี,มิถุนายน,ผลิต,0,0.0
ลพบุรี,มิถุนายน,บริการ,0,0.0
ลพบุรี,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
ลพบุรี,กรกฎาคม,ผลิต,0,0.0
ลพบุรี,กรกฎาคม,บริการ,0,0.0
ลพบุรี,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
ลพบุรี,สิงหาคม,ผลิต,0,0.0
ลพบุรี,สิงหาคม,บริการ,0,0.0
ลพบุรี,กันยายน,ขายส่ง/ขายปลีก,0,0.0
ลพบุรี,กันยายน,ผลิต,0,0.0
ลพบุรี,กันยายน,บริการ,0,0.0
ลพบุรี,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
ลพบุรี,ตุลาคม,ผลิต,0,0.0
ลพบุรี,ตุลาคม,บริการ,0,0.0
ลพบุรี,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
ลพบุรี,พฤศจิกายน,ผลิต,0,0.0
ลพบุรี,พฤศจิกายน,บริการ,0,0.0
ลพบุรี,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
ลพบุรี,ธันวาคม,ผลิต,0,0.0
ลพบุรี,ธันวาคม,บริการ,0,0.0
สมุทรปราการ,มกราคม,ขายส่ง/ขายปลีก,167,260.55
สมุทรปราการ,มกราคม,ผลิต,46,134.4
สมุทรปราการ,มกราคม,บริการ,228,279.78
สมุทรปราการ,กุมภาพันธ์,ขายส่ง/ขายปลีก,132,201.26
สมุทรปราการ,กุมภาพันธ์,ผลิต,48,89.9
สมุทรปราการ,กุมภาพันธ์,บริการ,199,325.525
สมุทรปราการ,มีนาคม,ขายส่ง/ขายปลีก,135,290.88
สมุทรปราการ,มีนาคม,ผลิต,53,182.81
สมุทรปราการ,มีนาคม,บริการ,214,305.81
สมุทรปราการ,เมษายน,ขายส่ง/ขายปลีก,125,229.406
สมุทรปราการ,เมษายน,ผลิต,45,100.61
สมุทรปราการ,เมษายน,บริการ,173,284.62
สมุทรปราการ,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
สมุทรปราการ,พฤษภาคม,ผลิต,0,0.0
สมุทรปราการ,พฤษภาคม,บริการ,0,0.0
สมุทรปราการ,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
สมุทรปราการ,มิถุนายน,ผลิต,0,0.0
สมุทรปราการ,มิถุนายน,บริการ,0,0.0
สมุทรปราการ,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
สมุทรปราการ,กรกฎาคม,ผลิต,0,0.0
สมุทรปราการ,กรกฎาคม,บริการ,0,0.0
สมุทรปราการ,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
สมุทรปราการ,สิงหาคม,ผลิต,0,0.0
สมุทรปราการ,สิงหาคม,บริการ,0,0.0
สมุทรปราการ,กันยายน,ขายส่ง/ขายปลีก,0,0.0
สมุทรปราการ,กันยายน,ผลิต,0,0.0
สมุทรปราการ,กันยายน,บริการ,0,0.0
สมุทรปราการ,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
สมุทรปราการ,ตุลาคม,ผลิต,0,0.0
สมุทรปราการ,ตุลาคม,บริการ,0,0.0
สมุทรปราการ,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
สมุทรปราการ,พฤศจิกายน,ผลิต,0,0.0
สมุทรปราการ,พฤศจิกายน,บริการ,0,0.0
สมุทรปราการ,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
สมุทรปราการ,ธันวาคม,ผลิต,0,0.0
สมุทรปราการ,ธันวาคม,บริการ,0,0.0
สมุทรสาคร,มกราคม,ขายส่ง/ขายปลีก,45,55.71
สมุทรสาคร,มกราคม,ผลิต,28,110.3
สมุทรสาคร,มกราคม,บริการ,55,69.9
สมุทรสาคร,กุมภาพันธ์,ขายส่ง/ขายปลีก,59,96.95
สมุทรสาคร,กุมภาพันธ์,ผลิต,15,24.1
สมุทรสาคร,กุมภาพันธ์,บริการ,50,68.75
สมุทรสาคร,มีนาคม,ขายส่ง/ขายปลีก,54,82.5
สมุทรสาคร,มีนาคม,ผลิต,25,58.5
สมุทรสาคร,มีนาคม,บริการ,46,91.2
สมุทรสาคร,เมษายน,ขายส่ง/ขายปลีก,42,58.3
สมุทรสาคร,เมษายน,ผลิต,25,45.2
สมุทรสาคร,เมษายน,บริการ,46,81.1
สมุทรสาคร,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
สมุทรสาคร,พฤษภาคม,ผลิต,0,0.0
สมุทรสาคร,พฤษภาคม,บริการ,0,0.0
สมุทรสาคร,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
สมุทรสาคร,มิถุนายน,ผลิต,0,0.0
สมุทรสาคร,มิถุนายน,บริการ,0,0.0
สมุทรสาคร,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
สมุทรสาคร,กรกฎาคม,ผลิต,0,0.0
สมุทรสาคร,กรกฎาคม,บริการ,0,0.0
สมุทรสาคร,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
สมุทรสาคร,สิงหาคม,ผลิต,0,0.0
สมุทรสาคร,สิงหาคม,บริการ,0,0.0
สมุทรสาคร,กันยายน,ขายส่ง/ขายปลีก,0,0.0
สมุทรสาคร,กันยายน,ผลิต,0,0.0
สมุทรสาคร,กันยายน,บริการ,0,0.0
สมุทรสาคร,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
สมุทรสาคร,ตุลาคม,ผลิต,0,0.0
สมุทรสาคร,ตุลาคม,บริการ,0,0.0
สมุทรสาคร,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
สมุทรสาคร,พฤศจิกายน,ผลิต,0,0.0
สมุทรสาคร,พฤศจิกายน,บริการ,0,0.0
สมุทรสาคร,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
สมุทรสาคร,ธันวาคม,ผลิต,0,0.0
สมุทรสาคร,ธันวาคม,บริการ,0,0.0
สระบุรี,มกราคม,ขายส่ง/ขายปลีก,14,16.7
สระบุรี,มกราคม,ผลิต,7,7.0
สระบุรี,มกราคม,บริการ,39,75.5
สระบุรี,กุมภาพันธ์,ขายส่ง/ขายปลีก,14,25.1
สระบุรี,กุมภาพันธ์,ผลิต,6,4.09
สระบุรี,กุมภาพันธ์,บริการ,27,31.87
สระบุรี,มีนาคม,ขายส่ง/ขายปลีก,20,46.0
สระบุรี,มีนาคม,ผลิต,6,7.0
สระบุรี,มีนาคม,บริการ,37,47.6
สระบุรี,เมษายน,ขายส่ง/ขายปลีก,26,69.7
สระบุรี,เมษายน,ผลิต,2,2.0
สระบุรี,เมษายน,บริการ,18,25.709999
สระบุรี,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
สระบุรี,พฤษภาคม,ผลิต,0,0.0
สระบุรี,พฤษภาคม,บริการ,0,0.0
สระบุรี,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
สระบุรี,มิถุนายน,ผลิต,0,0.0
สระบุรี,มิถุนายน,บริการ,0,0.0
สระบุรี,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
สระบุรี,กรกฎาคม,ผลิต,0,0.0
สระบุรี,กรกฎาคม,บริการ,0,0.0
สระบุรี,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
สระบุรี,สิงหาคม,ผลิต,0,0.0
สระบุรี,สิงหาคม,บริการ,0,0.0
สระบุรี,กันยายน,ขายส่ง/ขายปลีก,0,0.0
สระบุรี,กันยายน,ผลิต,0,0.0
สระบุรี,กันยายน,บริการ,0,0.0
สระบุรี,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
สระบุรี,ตุลาคม,ผลิต,0,0.0
สระบุรี,ตุลาคม,บริการ,0,0.0
สระบุรี,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
สระบุรี,พฤศจิกายน,ผลิต,0,0.0
สระบุรี,พฤศจิกายน,บริการ,0,0.0
สระบุรี,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
สระบุรี,ธันวาคม,ผลิต,0,0.0
สระบุรี,ธันวาคม,บริการ,0,0.0
สิงห์บุรี,มกราคม,ขายส่ง/ขายปลีก,8,49.0
สิงห์บุรี,มกราคม,ผลิต,0,0.0
สิงห์บุรี,มกราคม,บริการ,5,10.05
สิงห์บุรี,กุมภาพันธ์,ขายส่ง/ขายปลีก,2,2.0
สิงห์บุรี,กุมภาพันธ์,ผลิต,1,1.0
สิงห์บุรี,กุมภาพันธ์,บริการ,4,5.0
สิงห์บุรี,มีนาคม,ขายส่ง/ขายปลีก,4,3.5
สิงห์บุรี,มีนาคม,ผลิต,1,0.5
สิงห์บุรี,มีนาคม,บริการ,3,8.0
สิงห์บุรี,เมษายน,ขายส่ง/ขายปลีก,2,4.7
สิงห์บุรี,เมษายน,ผลิต,1,1.0
สิงห์บุรี,เมษายน,บริการ,6,6.6
สิงห์บุรี,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
สิงห์บุรี,พฤษภาคม,ผลิต,0,0.0
สิงห์บุรี,พฤษภาคม,บริการ,0,0.0
สิงห์บุรี,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
สิงห์บุรี,มิถุนายน,ผลิต,0,0.0
สิงห์บุรี,มิถุนายน,บริการ,0,0.0
สิงห์บุรี,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
สิงห์บุรี,กรกฎาคม,ผลิต,0,0.0
สิงห์บุรี,กรกฎาคม,บริการ,0,0.0
สิงห์บุรี,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
สิงห์บุรี,สิงหาคม,ผลิต,0,0.0
สิงห์บุรี,สิงหาคม,บริการ,0,0.0
สิงห์บุรี,กันยายน,ขายส่ง/ขายปลีก,0,0.0
สิงห์บุรี,กันยายน,ผลิต,0,0.0
สิงห์บุรี,กันยายน,บริการ,0,0.0
สิงห์บุรี,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
สิงห์บุรี,ตุลาคม,ผลิต,0,0.0
สิงห์บุรี,ตุลาคม,บริการ,0,0.0
สิงห์บุรี,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
สิงห์บุรี,พฤศจิกายน,ผลิต,0,0.0
สิงห์บุรี,พฤศจิกายน,บริการ,0,0.0
สิงห์บุรี,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
สิงห์บุรี,ธันวาคม,ผลิต,0,0.0
สิงห์บุรี,ธันวาคม,บริการ,0,0.0
อ่างทอง,มกราคม,ขายส่ง/ขายปลีก,6,8.2
อ่างทอง,มกราคม,ผลิต,2,2.0
อ่างทอง,มกราคม,บริการ,4,7.5
อ่างทอง,กุมภาพันธ์,ขายส่ง/ขายปลีก,6,17.6
อ่างทอง,กุมภาพันธ์,ผลิต,2,2.5
อ่างทอง,กุมภาพันธ์,บริการ,6,5.45
อ่างทอง,มีนาคม,ขายส่ง/ขายปลีก,5,4.1
อ่างทอง,มีนาคม,ผลิต,1,0.5
อ่างทอง,มีนาคม,บริการ,5,8.0
อ่างทอง,เมษายน,ขายส่ง/ขายปลีก,7,39.52
อ่างทอง,เมษายน,ผลิต,1,1.0
อ่างทอง,เมษายน,บริการ,5,7.55
อ่างทอง,พฤษภาคม,ขายส่ง/ขายปลีก,0,0.0
อ่างทอง,พฤษภาคม,ผลิต,0,0.0
อ่างทอง,พฤษภาคม,บริการ,0,0.0
อ่างทอง,มิถุนายน,ขายส่ง/ขายปลีก,0,0.0
อ่างทอง,มิถุนายน,ผลิต,0,0.0
อ่างทอง,มิถุนายน,บริการ,0,0.0
อ่างทอง,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
อ่างทอง,กรกฎาคม,ผลิต,0,0.0
อ่างทอง,กรกฎาคม,บริการ,0,0.0
อ่างทอง,สิงหาคม,ขายส่ง/ขายปลีก,0,0.0
อ่างทอง,สิงหาคม,ผลิต,0,0.0
อ่างทอง,สิงหาคม,บริการ,0,0.0
อ่างทอง,กันยายน,ขายส่ง/ขายปลีก,0,0.0
อ่างทอง,กันยายน,ผลิต,0,0.0
อ่างทอง,กันยายน,บริการ,0,0.0
อ่างทอง,ตุลาคม,ขายส่ง/ขายปลีก,0,0.0
อ่างทอง,ตุลาคม,ผลิต,0,0.0
อ่างทอง,ตุลาคม,บริการ,0,0.0
อ่างทอง,พฤศจิกายน,ขายส่ง/ขายปลีก,0,0.0
อ่างทอง,พฤศจิกายน,ผลิต,0,0.0
อ่างทอง,พฤศจิกายน,บริการ,0,0.0
อ่างทอง,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
