province,month,type,p_esta,m_esta
ตราด,มีนาคม,M,0,0.0
ตราด,มีนาคม,L,0,0.0
ตราด,เมษายน,S,12,18.9
ตราด,เมษายน,M,0,0.0
ตราด,เมษายน,L,0,0.0
ตราด,พฤษภาคม,S,14,16.4
ตราด,พฤษภาคม,M,0,0.0
ตราด,พฤษภาคม,L,0,0.0
ตราด,มิถุนายน,S,11,19.07
ตราด,มิถุนายน,M,0,0.0
ตราด,มิถุนายน,L,0,0.0
ตราด,กรกฎาคม,S,7,15.6
ตราด,กรกฎาคม,M,0,0.0
ตราด,กรกฎาคม,L,0,0.0
ตราด,สิงหาคม,S,10,20.079816
ตราด,สิงหาคม,M,0,0.0
ตราด,สิงหาคม,L,0,0.0
ตราด,กันยายน,S,8,20.1
ตราด,กันยายน,M,0,0.0
ตราด,กันยายน,L,0,0.0
ตราด,ตุลาคม,S,12,27.0
ตราด,ตุลาคม,M,0,0.0
ตราด,ตุลาคม,L,0,0.0
ตราด,พฤศจิกายน,S,10,17.0
ตราด,พฤศจิกายน,M,0,0.0
ตราด,พฤศจิกายน,L,0,0.0
ตราด,ธันวาคม,S,11,17.8
ตราด,ธันวาคม,M,0,0.0
ตราด,ธันวาคม,L,0,0.0
นครนายก,มกราคม,S,15,13.9
นครนายก,มกราคม,M,0,0.0
นครนายก,มกราคม,L,0,0.0
นครนายก,กุมภาพันธ์,S,6,13.0
นครนายก,กุมภาพันธ์,M,0,0.0
นครนายก,กุมภาพันธ์,L,0,0.0
นครนายก,มีนาคม,S,12,16.6
นครนายก,มีนาคม,M,0,0.0
นครนายก,มีนาคม,L,0,0.0
นครนายก,เมษายน,S,15,18.2
นครนายก,เมษายน,M,0,0.0
นครนายก,เมษายน,L,0,0.0
นครนายก,พฤษภาคม,S,13,17.75
นครนายก,พฤษภาคม,M,0,0.0
นครนายก,พฤษภาคม,L,0,0.0
นครนายก,มิถุนายน,S,9,10.75
นครนายก,มิถุนายน,M,0,0.0
นครนายก,มิถุนายน,L,0,0.0
นครนายก,กรกฎาคม,S,18,13.6
นครนายก,กรกฎาคม,M,0,0.0
นครนายก,กรกฎาคม,L,0,0.0
นครนายก,สิงหาคม,S,15,14.51
นครนายก,สิงหาคม,M,0,0.0
นครนายก,สิงหาคม,L,0,0.0
นครนายก,กันยายน,S,14,31.5
นครนายก,กันยายน,M,0,0.0
นครนายก,กันยายน,L,0,0.0
นครนายก,ตุลาคม,S,14,22.0
นครนายก,ตุลาคม,M,0,0.0
นครนายก,ตุลาคม,L,0,0.0
นครนายก,พฤศจิกายน,S,6,7.5
นครนายก,พฤศจิกายน,M,0,0.0
นครนายก,พฤศจิกายน,L,0,0.0
นครนายก,ธันวาคม,S,4,2.6
นครนายก,ธันวาคม,M,0,0.0
นครนายก,ธันวาคม,L,0,0.0
ปราจีนบุรี,มกราคม,S,43,115.661
ปราจีนบุรี,มกราคม,M,1,200.0
ปราจีนบุรี,มกราคม,L,0,0.0
ปราจีนบุรี,กุมภาพันธ์,S,39,52.6
ปราจีนบุรี,กุมภาพันธ์,M,0,0.0
ปราจีนบุรี,กุมภาพันธ์,L,0,0.0
ปราจีนบุรี,มีนาคม,S,34,57.05
ปราจีนบุรี,มีนาคม,M,0,0.0
ปราจีนบุรี,มีนาคม,L,1,920.0
ปราจีนบุรี,เมษายน,S,30,45.75
ปราจีนบุรี,เมษายน,M,0,0.0
ปราจีนบุรี,เมษายน,L,0,0.0
ปราจีนบุรี,พฤษภาคม,S,40,159.45
ปราจีนบุรี,พฤษภาคม,M,0,0.0
ปราจีนบุรี,พฤษภาคม,L,0,0.0
ปราจีนบุรี,มิถุนายน,S,30,106.4961
ปราจีนบุรี,มิถุนายน,M,0,0.0
ปราจีนบุรี,มิถุนายน,L,0,0.0
ปราจีนบุรี,กรกฎาคม,S,31,70.3
ปราจีนบุรี,กรกฎาคม,M,0,0.0
ปราจีนบุรี,กรกฎาคม,L,0,0.0
ปราจีนบุรี,สิงหาคม,S,25,94.6
ปราจีนบุรี,สิงหาคม,M,0,0.0
ปราจีนบุรี,สิงหาคม,L,0,0.0
ปราจีนบุรี,กันยายน,S,35,76.4
ปราจีนบุรี,กันยายน,M,0,0.0
ปราจีนบุรี,กันยายน,L,0,0.0
ปราจีนบุรี,ตุลาคม,S,36,79.1
ปราจีนบุรี,ตุลาคม,M,0,0.0
ปราจีนบุรี,ตุลาคม,L,0,0.0
ปราจีนบุรี,พฤศจิกายน,S,22,51.7
ปราจีนบุรี,พฤศจิกายน,M,0,0.0
ปราจีนบุรี,พฤศจิกายน,L,0,0.0
ปราจีนบุรี,ธันวาคม,S,20,34.702
ปราจีนบุรี,ธันวาคม,M,0,0.0
ปราจีนบุรี,ธันวาคม,L,1,693.8
ระยอง,มกราคม,S,190,773.8225
ระยอง,มกราคม,M,1,333.1
ระยอง,มกราคม,L,0,0.0
ระยอง,กุมภาพันธ์,S,165,420.76
ระยอง,กุมภาพันธ์,M,0,0.0
ระยอง,กุมภาพันธ์,L,0,0.0
ระยอง,มีนาคม,S,158,582.682
ระยอง,มีนาคม,M,1,300.0
ระยอง,มีนาคม,L,0,0.0
ระยอง,เมษายน,S,153,476.76
ระยอง,เมษายน,M,0,0.0
ระยอง,เมษายน,L,0,0.0
ระยอง,พฤษภาคม,S,145,509.02
ระยอง,พฤษภาคม,M,0,0.0
ระยอง,พฤษภาคม,L,0,0.0
ระยอง,มิถุนายน,S,157,355.95
ระยอง,มิถุนายน,M,0,0.0
ระยอง,มิถุนายน,L,0,0.0
ระยอง,กรกฎาคม,S,179,365.71
ระยอง,กรกฎาคม,M,3,573.0
ระยอง,กรกฎาคม,L,0,0.0
ระยอง,สิงหาคม,S,158,310.92176
ระยอง,สิงหาคม,M,0,0.0
ระยอง,สิงหาคม,L,0,0.0
ระยอง,กันยายน,S,177,349.7705
ระยอง,กันยายน,M,0,0.0
ระยอง,กันยายน,L,0,0.0
ระยอง,ตุลาคม,S,133,248.31
ระยอง,ตุลาคม,M,0,0.0
ระยอง,ตุลาคม,L,0,0.0
ระยอง,พฤศจิกายน,S,121,270.6
ระยอง,พฤศจิกายน,M,1,390.0
ระยอง,พฤศจิกายน,L,0,0.0
ระยอง,ธันวาคม,S,108,415.5
ระยอง,ธันวาคม,M,1,229.0
ระยอง,ธันวาคม,L,0,0.0
สระแก้ว,มกราคม,S,27,40.6
สระแก้ว,มกราคม,M,0,0.0
สระแก้ว,มกราคม,L,0,0.0
สระแก้ว,กุมภาพันธ์,S,17,18.9
สระแก้ว,กุมภาพันธ์,M,0,0.0
สระแก้ว,กุมภาพันธ์,L,0,0.0
สระแก้ว,มีนาคม,S,18,41.0
สระแก้ว,มีนาคม,M,0,0.0
สระแก้ว,มีนาคม,L,0,0.0
สระแก้ว,เมษายน,S,21,26.205
สระแก้ว,เมษายน,M,0,0.0
สระแก้ว,เมษายน,L,0,0.0
สระแก้ว,พฤษภาคม,S,25,40.6
สระแก้ว,พฤษภาคม,M,0,0.0
สระแก้ว,พฤษภาคม,L,0,0.0
สระแก้ว,มิถุนายน,S,13,24.1
สระแก้ว,มิถุนายน,M,0,0.0
สระแก้ว,มิถุนายน,L,0,0.0
สระแก้ว,กรกฎาคม,S,20,22.17
สระแก้ว,กรกฎาคม,M,0,0.0
สระแก้ว,กรกฎาคม,L,0,0.0
สระแก้ว,สิงหาคม,S,33,44.9
สระแก้ว,สิงหาคม,M,0,0.0
สระแก้ว,สิงหาคม,L,0,0.0
สระแก้ว,กันยายน,S,47,50.7
สระแก้ว,กันยายน,M,0,0.0
สระแก้ว,กันยายน,L,0,0.0
สระแก้ว,ตุลาคม,S,26,25.22
สระแก้ว,ตุลาคม,M,0,0.0
สระแก้ว,ตุลาคม,L,0,0.0
สระแก้ว,พฤศจิกายน,S,20,32.66
สระแก้ว,พฤศจิกายน,M,0,0.0
สระแก้ว,พฤศจิกายน,L,0,0.0
สระแก้ว,ธันวาคม,S,13,11.8
สระแก้ว,ธันวาคม,M,0,0.0
สระแก้ว,ธันวาคม,L,0,0.0
กาฬสินธุ์,มกราคม,S,45,62.99
กาฬสินธุ์,มกราคม,M,0,0.0
กาฬสินธุ์,มกราคม,L,0,0.0
กาฬสินธุ์,กุมภาพันธ์,S,22,50.8
กาฬสินธุ์,กุมภาพันธ์,M,0,0.0
กาฬสินธุ์,กุมภาพันธ์,L,0,0.0
กาฬสินธุ์,มีนาคม,S,19,38.4
กาฬสินธุ์,มีนาคม,M,0,0.0
กาฬสินธุ์,มีนาคม,L,0,0.0
กาฬสินธุ์,เมษายน,S,19,44.6
กาฬสินธุ์,เมษายน,M,0,0.0
กาฬสินธุ์,เมษายน,L,0,0.0
กาฬสินธุ์,พฤษภาคม,S,19,25.15
กาฬสินธุ์,พฤษภาคม,M,0,0.0
กาฬสินธุ์,พฤษภาคม,L,0,0.0
กาฬสินธุ์,มิถุนายน,S,25,41.475
กาฬสินธุ์,มิถุนายน,M,0,0.0
กาฬสินธุ์,มิถุนายน,L,0,0.0
กาฬสินธุ์,กรกฎาคม,S,32,36.6
กาฬสินธุ์,กรกฎาคม,M,0,0.0
กาฬสินธุ์,กรกฎาคม,L,0,0.0
กาฬสินธุ์,สิงหาคม,S,28,39.1
กาฬสินธุ์,สิงหาคม,M,0,0.0
กาฬสินธุ์,สิงหาคม,L,0,0.0
กาฬสินธุ์,กันยายน,S,22,25.91
กาฬสินธุ์,กันยายน,M,0,0.0
กาฬสินธุ์,กันยายน,L,0,0.0
กาฬสินธุ์,ตุลาคม,S,24,31.3
กาฬสินธุ์,ตุลาคม,M,0,0.0
กาฬสินธุ์,ตุลาคม,L,0,0.0
กาฬสินธุ์,พฤศจิกายน,S,17,41.2
กาฬสินธุ์,พฤศจิกายน,M,0,0.0
กาฬสินธุ์,พฤศจิกายน,L,0,0.0
กาฬสินธุ์,ธันวาคม,S,8,22.0
กาฬสินธุ์,ธันวาคม,M,0,0.0
กาฬสินธุ์,ธันวาคม,L,0,0.0
ขอนแก่น,มกราคม,S,152,198.55
ขอนแก่น,มกราคม,M,0,0.0
ขอนแก่น,มกราคม,L,0,0.0
ขอนแก่น,กุมภาพันธ์,S,117,157.86
ขอนแก่น,กุมภาพันธ์,M,0,0.0
ขอนแก่น,กุมภาพันธ์,L,0,0.0
ขอนแก่น,มีนาคม,S,107,163.202
ขอนแก่น,มีนาคม,M,0,0.0
ขอนแก่น,มีนาคม,L,0,0.0
ขอนแก่น,เมษายน,S,79,110.92
ขอนแก่น,เมษายน,M,0,0.0
ขอนแก่น,เมษายน,L,0,0.0
ขอนแก่น,พฤษภาคม,S,88,121.3
ขอนแก่น,พฤษภาคม,M,0,0.0
ขอนแก่น,พฤษภาคม,L,0,0.0
ขอนแก่น,มิถุนายน,S,101,131.24
ขอนแก่น,มิถุนายน,M,0,0.0
ขอนแก่น,มิถุนายน,L,0,0.0
ขอนแก่น,กรกฎาคม,S,122,164.115
ขอนแก่น,กรกฎาคม,M,0,0.0
ขอนแก่น,กรกฎาคม,L,0,0.0
ขอนแก่น,สิงหาคม,S,129,164.81
ขอนแก่น,สิงหาคม,M,0,0.0
ขอนแก่น,สิงหาคม,L,0,0.0
ขอนแก่น,กันยายน,S,138,198.92
ขอนแก่น,กันยายน,M,0,0.0
ขอนแก่น,กันยายน,L,0,0.0
ขอนแก่น,ตุลาคม,S,105,149.02
ขอนแก่น,ตุลาคม,M,0,0.0
ขอนแก่น,ตุลาคม,L,0,0.0
ขอนแก่น,พฤศจิกายน,S,116,194.504
ขอนแก่น,พฤศจิกายน,M,0,0.0
ขอนแก่น,พฤศจิกายน,L,0,0.0
ขอนแก่น,ธันวาคม,S,206,107.14
ขอนแก่น,ธันวาคม,M,0,0.0
ขอนแก่น,ธันวาคม,L,0,0.0
ชัยภูมิ,มกราคม,S,32,60.4
ชัยภูมิ,มกราคม,M,0,0.0
ชัยภูมิ,มกราคม,L,0,0.0
ชัยภูมิ,กุมภาพันธ์,S,25,42.7
ชัยภูมิ,กุมภาพันธ์,M,0,0.0
ชัยภูมิ,กุมภาพันธ์,L,0,0.0
ชัยภูมิ,มีนาคม,S,29,54.4
ชัยภูมิ,มีนาคม,M,0,0.0
ชัยภูมิ,มีนาคม,L,0,0.0
ชัยภูมิ,เมษายน,S,25,47.51
ชัยภูมิ,เมษายน,M,0,0.0
ชัยภูมิ,เมษายน,L,0,0.0
ชัยภูมิ,พฤษภาคม,S,19,17.9
ชัยภูมิ,พฤษภาคม,M,0,0.0
ชัยภูมิ,พฤษภาคม,L,0,0.0
ชัยภูมิ,มิถุนายน,S,23,33.1
ชัยภูมิ,มิถุนายน,M,0,0.0
ชัยภูมิ,มิถุนายน,L,0,0.0
ชัยภูมิ,กรกฎาคม,S,29,53.01
ชัยภูมิ,กรกฎาคม,M,0,0.0
ชัยภูมิ,กรกฎาคม,L,0,0.0
ชัยภูมิ,สิงหาคม,S,33,62.4
ชัยภูมิ,สิงหาคม,M,0,0.0
ชัยภูมิ,สิงหาคม,L,0,0.0
ชัยภูมิ,กันยายน,S,25,33.38
ชัยภูมิ,กันยายน,M,0,0.0
ชัยภูมิ,กันยายน,L,0,0.0
ชัยภูมิ,ตุลาคม,S,41,46.9
ชัยภูมิ,ตุลาคม,M,0,0.0
ชัยภูมิ,ตุลาคม,L,0,0.0
ชัยภูมิ,พฤศจิกายน,S,27,46.75
ชัยภูมิ,พฤศจิกายน,M,0,0.0
ชัยภูมิ,พฤศจิกายน,L,0,0.0
ชัยภูมิ,ธันวาคม,S,24,31.4
ชัยภูมิ,ธันวาคม,M,0,0.0
ชัยภูมิ,ธันวาคม,L,0,0.0
นครพนม,มกราคม,S,22,30.66
นครพนม,มกราคม,M,0,0.0
นครพนม,มกราคม,L,0,0.0
นครพนม,กุมภาพันธ์,S,16,18.54
นครพนม,กุมภาพันธ์,M,0,0.0
นครพนม,กุมภาพันธ์,L,0,0.0
นครพนม,มีนาคม,S,14,15.35
นครพนม,มีนาคม,M,0,0.0
นครพนม,มีนาคม,L,0,0.0
นครพนม,เมษายน,S,13,14.4
นครพนม,เมษายน,M,0,0.0
นครพนม,เมษายน,L,0,0.0
นครพนม,พฤษภาคม,S,16,27.62
นครพนม,พฤษภาคม,M,0,0.0
นครพนม,พฤษภาคม,L,0,0.0
นครพนม,มิถุนายน,S,18,12.37
นครพนม,มิถุนายน,M,0,0.0
นครพนม,มิถุนายน,L,0,0.0
นครพนม,กรกฎาคม,S,14,23.2
นครพนม,กรกฎาคม,M,0,0.0
นครพนม,กรกฎาคม,L,0,0.0
นครพนม,สิงหาคม,S,23,36.3
นครพนม,สิงหาคม,M,0,0.0
นครพนม,สิงหาคม,L,0,0.0
นครพนม,กันยายน,S,19,29.1
นครพนม,กันยายน,M,0,0.0
นครพนม,กันยายน,L,0,0.0
นครพนม,ตุลาคม,S,14,18.07
นครพนม,ตุลาคม,M,0,0.0
นครพนม,ตุลาคม,L,0,0.0
นครพนม,พฤศจิกายน,S,16,28.45
นครพนม,พฤศจิกายน,M,0,0.0
นครพนม,พฤศจิกายน,L,0,0.0
นครพนม,ธันวาคม,S,7,6.1
นครพนม,ธันวาคม,M,0,0.0
นครพนม,ธันวาคม,L,0,0.0
นครราชสีมา,มกราคม,S,155,209.8
นครราชสีมา,มกราคม,M,0,0.0
นครราชสีมา,มกราคม,L,0,0.0
นครราชสีมา,กุมภาพันธ์,S,140,198.311
นครราชสีมา,กุมภาพันธ์,M,0,0.0
นครราชสีมา,กุมภาพันธ์,L,0,0.0
นครราชสีมา,มีนาคม,S,129,166.77
นครราชสีมา,มีนาคม,M,0,0.0
นครราชสีมา,มีนาคม,L,0,0.0
นครราชสีมา,เมษายน,S,95,128.601
นครราชสีมา,เมษายน,M,0,0.0
นครราชสีมา,เมษายน,L,0,0.0
นครราชสีมา,พฤษภาคม,S,98,185.17
นครราชสีมา,พฤษภาคม,M,0,0.0
นครราชสีมา,พฤษภาคม,L,0,0.0
นครราชสีมา,มิถุนายน,S,94,142.1
นครราชสีมา,มิถุนายน,M,0,0.0
นครราชสีมา,มิถุนายน,L,0,0.0
นครราชสีมา,กรกฎาคม,S,122,175.65
นครราชสีมา,กรกฎาคม,M,0,0.0
นครราชสีมา,กรกฎาคม,L,0,0.0
นครราชสีมา,สิงหาคม,S,125,198.06
นครราชสีมา,สิงหาคม,M,0,0.0
นครราชสีมา,สิงหาคม,L,0,0.0
นครราชสีมา,กันยายน,S,142,191.95
นครราชสีมา,กันยายน,M,0,0.0
นครราชสีมา,กันยายน,L,0,0.0
นครราชสีมา,ตุลาคม,S,114,189.72
นครราชสีมา,ตุลาคม,M,0,0.0
นครราชสีมา,ตุลาคม,L,0,0.0
นครราชสีมา,พฤศจิกายน,S,95,153.4201
นครราชสีมา,พฤศจิกายน,M,0,0.0
นครราชสีมา,พฤศจิกายน,L,0,0.0
นครราชสีมา,ธันวาคม,S,160,118.3
นครราชสีมา,ธันวาคม,M,0,0.0
นครราชสีมา,ธันวาคม,L,0,0.0
บึงกาฬ,มกราคม,S,15,22.5
บึงกาฬ,มกราคม,M,0,0.0
บึงกาฬ,มกราคม,L,0,0.0
บึงกาฬ,กุมภาพันธ์,S,15,29.1
บึงกาฬ,กุมภาพันธ์,M,0,0.0
บึงกาฬ,กุมภาพันธ์,L,0,0.0
บึงกาฬ,มีนาคม,S,9,9.5
บึงกาฬ,มีนาคม,M,0,0.0
บึงกาฬ,มีนาคม,L,0,0.0
บึงกาฬ,เมษายน,S,6,5.6
บึงกาฬ,เมษายน,M,0,0.0
บึงกาฬ,เมษายน,L,0,0.0
บึงกาฬ,พฤษภาคม,S,10,15.0
บึงกาฬ,พฤษภาคม,M,0,0.0
บึงกาฬ,พฤษภาคม,L,0,0.0
บึงกาฬ,มิถุนายน,S,6,4.55
บึงกาฬ,มิถุนายน,M,0,0.0
บึงกาฬ,มิถุนายน,L,0,0.0
บึงกาฬ,กรกฎาคม,S,11,14.5
บึงกาฬ,กรกฎาคม,M,0,0.0
บึงกาฬ,กรกฎาคม,L,0,0.0
บึงกาฬ,สิงหาคม,S,8,10.6
บึงกาฬ,สิงหาคม,M,0,0.0
บึงกาฬ,สิงหาคม,L,0,0.0
บึงกาฬ,กันยายน,S,8,13.2
บึงกาฬ,กันยายน,M,0,0.0
บึงกาฬ,กันยายน,L,0,0.0
บึงกาฬ,ตุลาคม,S,7,8.1
บึงกาฬ,ตุลาคม,M,0,0.0
บึงกาฬ,ตุลาคม,L,0,0.0
บึงกาฬ,พฤศจิกายน,S,6,12.0
บึงกาฬ,พฤศจิกายน,M,0,0.0
บึงกาฬ,พฤศจิกายน,L,0,0.0
บึงกาฬ,ธันวาคม,S,1,0.5
บึงกาฬ,ธันวาคม,M,0,0.0
บึงกาฬ,ธันวาคม,L,0,0.0
บุรีรัมย์,มกราคม,S,47,77.9
บุรีรัมย์,มกราคม,M,0,0.0
บุรีรัมย์,มกราคม,L,0,0.0
บุรีรัมย์,กุมภาพันธ์,S,43,45.0
บุรีรัมย์,กุมภาพันธ์,M,0,0.0
บุรีรัมย์,กุมภาพันธ์,L,0,0.0
บุรีรัมย์,มีนาคม,S,38,51.85
บุรีรัมย์,มีนาคม,M,0,0.0
บุรีรัมย์,มีนาคม,L,0,0.0
บุรีรัมย์,เมษายน,S,34,51.35
บุรีรัมย์,เมษายน,M,0,0.0
บุรีรัมย์,เมษายน,L,0,0.0
บุรีรัมย์,พฤษภาคม,S,30,23.8251
บุรีรัมย์,พฤษภาคม,M,0,0.0
บุรีรัมย์,พฤษภาคม,L,0,0.0
บุรีรัมย์,มิถุนายน,S,39,90.35
บุรีรัมย์,มิถุนายน,M,0,0.0
บุรีรัมย์,มิถุนายน,L,0,0.0
บุรีรัมย์,กรกฎาคม,S,42,64.85
บุรีรัมย์,กรกฎาคม,M,0,0.0
บุรีรัมย์,กรกฎาคม,L,0,0.0
บุรีรัมย์,สิงหาคม,S,43,53.11
บุรีรัมย์,สิงหาคม,M,0,0.0
บุรีรัมย์,สิงหาคม,L,0,0.0
บุรีรัมย์,กันยายน,S,59,69.75
บุรีรัมย์,กันยายน,M,0,0.0
บุรีรัมย์,กันยายน,L,0,0.0
บุรีรัมย์,ตุลาคม,S,45,69.9
บุรีรัมย์,ตุลาคม,M,0,0.0
บุรีรัมย์,ตุลาคม,L,1,400.0
บุรีรัมย์,พฤศจิกายน,S,34,65.31
บุรีรัมย์,พฤศจิกายน,M,0,0.0
บุรีรัมย์,พฤศจิกายน,L,0,0.0
บุรีรัมย์,ธันวาคม,S,23,35.8
บุรีรัมย์,ธันวาคม,M,0,0.0
บุรีรัมย์,ธันวาคม,L,0,0.0
มหาสารคาม,มกราคม,S,40,55.254
มหาสารคาม,มกราคม,M,0,0.0
มหาสารคาม,มกราคม,L,0,0.0
มหาสารคาม,กุมภาพันธ์,S,38,63.0
มหาสารคาม,กุมภาพันธ์,M,0,0.0
มหาสารคาม,กุมภาพันธ์,L,0,0.0
มหาสารคาม,มีนาคม,S,28,49.7
มหาสารคาม,มีนาคม,M,0,0.0
มหาสารคาม,มีนาคม,L,0,0.0
มหาสารคาม,เมษายน,S,18,22.06
มหาสารคาม,เมษายน,M,0,0.0
มหาสารคาม,เมษายน,L,0,0.0
มหาสารคาม,พฤษภาคม,S,23,27.3
มหาสารคาม,พฤษภาคม,M,0,0.0
มหาสารคาม,พฤษภาคม,L,0,0.0
มหาสารคาม,มิถุนายน,S,29,43.2
มหาสารคาม,มิถุนายน,M,0,0.0
มหาสารคาม,มิถุนายน,L,0,0.0
มหาสารคาม,กรกฎาคม,S,31,44.1
มหาสารคาม,กรกฎาคม,M,0,0.0
มหาสารคาม,กรกฎาคม,L,0,0.0
มหาสารคาม,สิงหาคม,S,21,20.45
มหาสารคาม,สิงหาคม,M,0,0.0
มหาสารคาม,สิงหาคม,L,0,0.0
มหาสารคาม,กันยายน,S,49,83.81
มหาสารคาม,กันยายน,M,0,0.0
มหาสารคาม,กันยายน,L,0,0.0
มหาสารคาม,ตุลาคม,S,27,57.5
มหาสารคาม,ตุลาคม,M,0,0.0
มหาสารคาม,ตุลาคม,L,0,0.0
มหาสารคาม,พฤศจิกายน,S,31,61.99
มหาสารคาม,พฤศจิกายน,M,0,0.0
มหาสารคาม,พฤศจิกายน,L,0,0.0
มหาสารคาม,ธันวาคม,S,19,30.705
มหาสารคาม,ธันวาคม,M,0,0.0
มหาสารคาม,ธันวาคม,L,0,0.0
มุกดาหาร,มกราคม,S,12,10.925
มุกดาหาร,มกราคม,M,0,0.0
มุกดาหาร,มกราคม,L,0,0.0
มุกดาหาร,กุมภาพันธ์,S,8,15.0
มุกดาหาร,กุมภาพันธ์,M,0,0.0
มุกดาหาร,กุมภาพันธ์,L,0,0.0
มุกดาหาร,มีนาคม,S,17,23.5
มุกดาหาร,มีนาคม,M,0,0.0
มุกดาหาร,มีนาคม,L,0,0.0
มุกดาหาร,เมษายน,S,8,16.4
มุกดาหาร,เมษายน,M,0,0.0
มุกดาหาร,เมษายน,L,0,0.0
มุกดาหาร,พฤษภาคม,S,12,12.5
มุกดาหาร,พฤษภาคม,M,0,0.0
มุกดาหาร,พฤษภาคม,L,0,0.0
มุกดาหาร,มิถุนายน,S,14,15.6
มุกดาหาร,มิถุนายน,M,0,0.0
มุกดาหาร,มิถุนายน,L,0,0.0
มุกดาหาร,กรกฎาคม,S,16,181.3
มุกดาหาร,กรกฎาคม,M,0,0.0
มุกดาหาร,กรกฎาคม,L,0,0.0
มุกดาหาร,สิงหาคม,S,12,15.0
มุกดาหาร,สิงหาคม,M,0,0.0
มุกดาหาร,สิงหาคม,L,0,0.0
มุกดาหาร,กันยายน,S,15,16.5
มุกดาหาร,กันยายน,M,0,0.0
มุกดาหาร,กันยายน,L,0,0.0
มุกดาหาร,ตุลาคม,S,18,37.5
มุกดาหาร,ตุลาคม,M,0,0.0
มุกดาหาร,ตุลาคม,L,0,0.0
มุกดาหาร,พฤศจิกายน,S,10,19.5
มุกดาหาร,พฤศจิกายน,M,0,0.0
มุกดาหาร,พฤศจิกายน,L,0,0.0
มุกดาหาร,ธันวาคม,S,7,7.201
มุกดาหาร,ธันวาคม,M,0,0.0
มุกดาหาร,ธันวาคม,L,0,0.0
ยโสธร,มกราคม,S,17,28.0
ยโสธร,มกราคม,M,0,0.0
ยโสธร,มกราคม,L,0,0.0
ยโสธร,กุมภาพันธ์,S,20,35.5
ยโสธร,กุมภาพันธ์,M,0,0.0
ยโสธร,กุมภาพันธ์,L,0,0.0
ยโสธร,มีนาคม,S,8,11.5
ยโสธร,มีนาคม,M,0,0.0
ยโสธร,มีนาคม,L,0,0.0
ยโสธร,เมษายน,S,8,9.735
ยโสธร,เมษายน,M,0,0.0
ยโสธร,เมษายน,L,0,0.0
ยโสธร,พฤษภาคม,S,9,15.8
ยโสธร,พฤษภาคม,M,0,0.0
ยโสธร,พฤษภาคม,L,0,0.0
ยโสธร,มิถุนายน,S,12,14.01
ยโสธร,มิถุนายน,M,0,0.0
ยโสธร,มิถุนายน,L,0,0.0
ยโสธร,กรกฎาคม,S,19,26.015
ยโสธร,กรกฎาคม,M,0,0.0
ยโสธร,กรกฎาคม,L,0,0.0
ยโสธร,สิงหาคม,S,14,28.55
ยโสธร,สิงหาคม,M,0,0.0
ยโสธร,สิงหาคม,L,0,0.0
ยโสธร,กันยายน,S,14,28.6
ยโสธร,กันยายน,M,0,0.0
ยโสธร,กันยายน,L,0,0.0
ยโสธร,ตุลาคม,S,12,21.2
ยโสธร,ตุลาคม,M,0,0.0
ยโสธร,ตุลาคม,L,0,0.0
ยโสธร,พฤศจิกายน,S,13,30.2
ยโสธร,พฤศจิกายน,M,0,0.0
ยโสธร,พฤศจิกายน,L,0,0.0
ยโสธร,ธันวาคม,S,8,11.9
ยโสธร,ธันวาคม,M,0,0.0
ยโสธร,ธันวาคม,L,0,0.0
ร้อยเอ็ด,มกราคม,S,41,63.555
ร้อยเอ็ด,มกราคม,M,0,0.0
ร้อยเอ็ด,มกราคม,L,0,0.0
ร้อยเอ็ด,กุมภาพันธ์,S,33,52.75
ร้อยเอ็ด,กุมภาพันธ์,M,0,0.0
ร้อยเอ็ด,กุมภาพันธ์,L,0,0.0
ร้อยเอ็ด,มีนาคม,S,36,44.54
ร้อยเอ็ด,มีนาคม,M,0,0.0
ร้อยเอ็ด,มีนาคม,L,0,0.0
ร้อยเอ็ด,เมษายน,S,39,77.0
ร้อยเอ็ด,เมษายน,M,0,0.0
ร้อยเอ็ด,เมษายน,L,0,0.0
ร้อยเอ็ด,พฤษภาคม,S,22,41.0
ร้อยเอ็ด,พฤษภาคม,M,0,0.0
ร้อยเอ็ด,พฤษภาคม,L,0,0.0
ร้อยเอ็ด,มิถุนายน,S,31,57.52
ร้อยเอ็ด,มิถุนายน,M,0,0.0
ร้อยเอ็ด,มิถุนายน,L,0,0.0
ร้อยเอ็ด,กรกฎาคม,S,45,90.42002
ร้อยเอ็ด,กรกฎาคม,M,0,0.0
ร้อยเอ็ด,กรกฎาคม,L,0,0.0
ร้อยเอ็ด,สิงหาคม,S,29,36.6
ร้อยเอ็ด,สิงหาคม,M,0,0.0
ร้อยเอ็ด,สิงหาคม,L,0,0.0
ร้อยเอ็ด,กันยายน,S,45,57.25
ร้อยเอ็ด,กันยายน,M,0,0.0
ร้อยเอ็ด,กันยายน,L,0,0.0
ร้อยเอ็ด,ตุลาคม,S,35,66.6
ร้อยเอ็ด,ตุลาคม,M,0,0.0
ร้อยเอ็ด,ตุลาคม,L,0,0.0
ร้อยเอ็ด,พฤศจิกายน,S,22,41.675
ร้อยเอ็ด,พฤศจิกายน,M,0,0.0
ร้อยเอ็ด,พฤศจิกายน,L,0,0.0
ร้อยเอ็ด,ธันวาคม,S,21,40.5
ร้อยเอ็ด,ธันวาคม,M,0,0.0
