type,jan_regis,feb_regis,mar_regis,apr_regis,total_regis,jan_m,feb_m,mar_m,apr_m,total_m
โรงแรม รีสอร์ทและห้องชุด,105,89,91,69,354,220.77,1174.8,200.60998,144.7,1740.87998
เกสต์เฮ้าส์,4,2,1,5,12,7,3,0.1,11,21.1
ที่พักสัมผัสวัฒนธรรมชนบท,2,0,3,3,8,5,0,2.1,3.6,10.7
กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,8,7,12,5,32,22.1,16.5,25.05,11,74.65
ลานตั้งค่ายพักแรม ที่จอดรถพ่วงและที่ตั้งที่พักแบบเคลื่อนที่,1,1,1,1,4,0.635,1,1,0.7,3.335
การบริการห้องพักหรือที่พักอาศัยสำหรับนักเรียน/นักศึกษา,4,4,5,3,16,15.5,5,8,4,32.5
การบริการที่พักแรมประเภทอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,2,5,4,1,12,3,10,7.2,2,22.2
การบริการด้านอาหารและเครื่องดื่ม,0,0,0,0,0,0,0,0,0,0
การบริการด้านอาหารในภัตตาคารและร้านอาหารแบบเคลื่อนที่,0,0,0,0,0,0,0,0,0,0
การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,398,356,378,276,1408,626.493414,621.50085,647.639999,439.38,2335.014263
การบริการด้านอาหารบนแผงลอยและตลาด,0,2,5,4,11,0,1.1,4.2,10.922,16.222
การบริการด้านอาหารโดยร้านอาหารแบบเคลื่อนที่,3,1,0,1,5,3,0.1,0,2,5.1
การบริการด้านการจัดเลี้ยงและบริการอาหารประเภทอื่นๆ,0,0,0,0,0,0,0,0,0,0
การบริการด้านการจัดเลี้ยง,7,11,7,7,32,16,13.2,17,10.5,56.7
การบริการด้านอาหารประเภทอื่นๆ,0,0,0,0,0,0,0,0,0,0
การบริการอาหารสำหรับกิจการขนส่ง,0,0,1,0,1,0,0,0.2,0,0.2
การดำเนินงานของโรงอาหาร,1,1,0,2,4,5,1,0,6,12
การบริการด้านอาหารอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,3,1,2,3,9,4.3,1,1.6,4,10.9
การบริการเครื่องดื่ม,0,0,0,0,0,0,0,0,0,0
การบริการด้านเครื่องดื่มที่มีแอลกอฮอล์เป็นหลักในร้าน,16,17,18,15,66,31.75,26,24.9,28.75,111.4
การบริการด้านเครื่องดื่มที่ไม่มีแอลกอฮอล์เป็นหลักในร้าน,67,43,29,27,166,106.1,58.8,40.1,37.6,242.6
การบริการด้านเครื่องดื่มบนแผงลอยและตลาด,0,0,0,0,0,0,0,0,0,0
การบริการด้านเครื่องดื่มโดยร้านเคลื่อนที่,0,0,0,0,0,0,0,0,0,0
การจัดพิมพ์จำหน่ายหรือเผยแพร่ตำราเรียนพจนานุกรมและสารานุกรมลงบนสื่อต่างๆ (ยกเว้นทางออนไลน์),0,2,2,0,4,0,4,2.5,0,6.5
การจัดพิมพ์จำหน่ายหรือเผยแพร่โบรชัวร์ใบปลิวและสิ่งพิมพ์อื่นๆที่คล้ายกันลงบนสื่อต่างๆ (ยกเว้นทางออนไลน์),1,1,4,0,6,0.5,1,3.4,0,4.9
การจัดพิมพ์จำหน่ายหรือเผยแพร่หนังสือออนไลน์,2,2,2,3,9,0.2,1.0001,2,2.1,5.3001
กิจกรรมการดูแลสิทธิในการผลิตซ้ำหนังสือเพื่อจำหน่ายหรือเผยแพร่,1,0,0,0,1,1,0,0,0,1
การจัดพิมพ์จำหน่ายหรือเผยแพร่นามานุกรมและที่อยู่ทางไปรษณีย์ลงบนสื่อต่างๆ (ยกเว้นทางออนไลน์),0,0,0,0,0,0,0,0,0,0
การจัดพิมพ์จำหน่ายหรือเผยแพร่นามานุกรมและที่อยู่ ทางไปรษณีย์ผ่านทางออนไลน์,0,0,0,0,0,0,0,0,0,0
การจัดพิมพ์จำหน่ายหรือเผยแพร่หนังสือพิมพ์ วารสารและนิตยสาร,0,0,0,0,0,0,0,0,0,0
การจัดพิมพ์จำหน่ายหรือเผยแพร่หนังสือพิมพ์ลงบนสื่อต่างๆ (ยกเว้นทางออนไลน์),0,0,0,0,0,0,0,0,0,0
การจัดพิมพ์จำหน่ายหรือเผยแพร่วารสารและนิตยสารลงบนสื่อต่างๆ (ยกเว้นทางออนไลน์),0,0,1,0,1,0,0,2,0,2
การจัดพิมพ์จำหน่ายหรือเผยแพร่หนังสือพิมพ์วารสารและนิตยสารออนไลน์,1,0,0,0,1,1,0,0,0,1
กิจกรรมการดูแลสิทธิในการผลิตซ้ำหนังสือพิมพ์วารสารและนิตยสารเพื่อจำหน่ายหรือเผยแพร่,0,0,0,0,0,0,0,0,0,0
การจัดพิมพ์จำหน่ายหรือเผยแพร่งานอื่นๆลงบนสื่อต่างๆ (ยกเว้นทางออนไลน์),0,3,0,0,3,0,3,0,0,3
การจัดพิมพ์จำหน่ายหรือเผยแพร่งานอื่นๆผ่านทางออนไลน์,3,5,4,4,16,0.7,3.6,7.5,5,16.8
กิจกรรมการดูแลสิทธิในการผลิตซ้ำงานอื่นๆเพื่อจำหน่ายหรือเผยแพร่,0,0,0,0,0,0,0,0,0,0
การจัดทำซอฟต์แวร์,0,0,0,0,0,0,0,0,0,0
การจัดทำซอฟต์แวร์เกมสำเร็จรูป,2,8,6,4,20,10,15.95,5.1,3.1,34.15
การจัดทำซอฟต์แวร์สำเร็จรูป (ยกเว้นซอฟต์แวร์เกมสำเร็จรูป),30,28,31,27,116,40.02,43.82,33.92,40.2,157.96
กิจกรรมการดูแลสิทธิในการผลิตซ้ำซอฟต์แวร์สำเร็จรูป เพื่อจำหน่ายหรือเผยแพร่,0,1,3,0,4,0,0.5,7,0,7.5
กิจกรรมที่เกี่ยวข้องกับภาพยนตร์วีดิทัศน์และรายการโทรทัศน์,0,0,0,0,0,0,0,0,0,0
กิจกรรมการผลิตภาพยนตร์วีดิทัศน์และรายการโทรทัศน์,0,0,0,0,0,0,0,0,0,0
กิจกรรมการผลิตภาพยนตร์และวีดิทัศน์,13,22,10,11,56,17.4,77.7,6.61,18.601,120.311
กิจกรรมการผลิตรายการโทรทัศน์,5,7,5,3,20,4.3,14,5.2,5,28.5
การบริการตัดต่อภาพและเสียง,4,1,2,0,7,2.4,1,3,0,6.4
การบริการทำคอมพิวเตอร์กราฟฟิกแอนิเมชั่นและเทคนิคพิเศษ,2,2,1,1,6,6,0.6,1,1,8.6
กิจกรรมภายหลังการผลิตภาพยนตร์วิดีทัศน์และรายการโทรทัศน์อื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,1,1,2,4,0,1,1,3,5
กิจกรรมการเผยแพร่ภาพยนตร์วีดิทัศน์และรายการโทรทัศน์,0,1,0,1,2,0,0.1,0,1,1.1
กิจกรรมการดูแลสิทธิในการผลิตซ้ำภาพยนตร์วีดิทัศน์และรายการโทรทัศน์เพื่อจำหน่ายหรือเผยแพร่,0,0,0,0,0,0,0,0,0,0
กิจกรรมด้านการจัดฉายภาพยนตร์,0,1,1,1,3,0,1,0.1,1,2.1
กิจกรรมการบันทึกเสียงลงบนสื่อ,1,2,1,1,5,2,2.025,0.1,0.1,4.225
