province,month,objective,p_esta,m_esta
หนองบัวลำภู,กุมภาพันธ์,บริการ,8,12.6
หนองบัวลำภู,มีนาคม,ขายส่ง/ขายปลีก,1,2.5
หนองบัวลำภู,มีนาคม,ผลิต,0,0.0
หนองบัวลำภู,มีนาคม,บริการ,6,9.06
หนองบัวลำภู,เมษายน,ขายส่ง/ขายปลีก,5,6.0
หนองบัวลำภู,เมษายน,ผลิต,1,1.0
หนองบัวลำภู,เมษายน,บริการ,4,9.0
หนองบัวลำภู,พฤษภาคม,ขายส่ง/ขายปลีก,7,6.1
หนองบัวลำภู,พฤษภาคม,ผลิต,2,5.5
หนองบัวลำภู,พฤษภาคม,บริการ,7,6.0
หนองบัวลำภู,มิถุนายน,ขายส่ง/ขายปลีก,6,10.25
หนองบัวลำภู,มิถุนายน,ผลิต,1,1.0
หนองบัวลำภู,มิถุนายน,บริการ,3,6.2
หนองบัวลำภู,กรกฎาคม,ขายส่ง/ขายปลีก,4,3.6
หนองบัวลำภู,กรกฎาคม,ผลิต,1,5.0
หนองบัวลำภู,กรกฎาคม,บริการ,4,3.5
หนองบัวลำภู,สิงหาคม,ขายส่ง/ขายปลีก,7,7.5
หนองบัวลำภู,สิงหาคม,ผลิต,0,0.0
หนองบัวลำภู,สิงหาคม,บริการ,13,21.51
หนองบัวลำภู,กันยายน,ขายส่ง/ขายปลีก,9,15.0
หนองบัวลำภู,กันยายน,ผลิต,3,13.0
หนองบัวลำภู,กันยายน,บริการ,12,22.1
หนองบัวลำภู,ตุลาคม,ขายส่ง/ขายปลีก,7,9.1
หนองบัวลำภู,ตุลาคม,ผลิต,2,1.5
หนองบัวลำภู,ตุลาคม,บริการ,8,13.8
หนองบัวลำภู,พฤศจิกายน,ขายส่ง/ขายปลีก,3,3.0
หนองบัวลำภู,พฤศจิกายน,ผลิต,1,1.0
หนองบัวลำภู,พฤศจิกายน,บริการ,4,12.0
หนองบัวลำภู,ธันวาคม,ขายส่ง/ขายปลีก,11,11.0
หนองบัวลำภู,ธันวาคม,ผลิต,0,0.0
หนองบัวลำภู,ธันวาคม,บริการ,1,1.0
อำนาจเจริญ,มกราคม,ขายส่ง/ขายปลีก,5,10.5
อำนาจเจริญ,มกราคม,ผลิต,1,0.02
อำนาจเจริญ,มกราคม,บริการ,4,5.5
อำนาจเจริญ,กุมภาพันธ์,ขายส่ง/ขายปลีก,7,12.5
อำนาจเจริญ,กุมภาพันธ์,ผลิต,2,1.5
อำนาจเจริญ,กุมภาพันธ์,บริการ,8,12.1
อำนาจเจริญ,มีนาคม,ขายส่ง/ขายปลีก,3,4.0
อำนาจเจริญ,มีนาคม,ผลิต,1,1.0
อำนาจเจริญ,มีนาคม,บริการ,4,23.7
อำนาจเจริญ,เมษายน,ขายส่ง/ขายปลีก,8,6.2
อำนาจเจริญ,เมษายน,ผลิต,2,2.0
อำนาจเจริญ,เมษายน,บริการ,8,16.0
อำนาจเจริญ,พฤษภาคม,ขายส่ง/ขายปลีก,1,1.0
อำนาจเจริญ,พฤษภาคม,ผลิต,0,0.0
อำนาจเจริญ,พฤษภาคม,บริการ,5,4.05
อำนาจเจริญ,มิถุนายน,ขายส่ง/ขายปลีก,4,5.5
อำนาจเจริญ,มิถุนายน,ผลิต,1,3.0
อำนาจเจริญ,มิถุนายน,บริการ,4,5.3
อำนาจเจริญ,กรกฎาคม,ขายส่ง/ขายปลีก,0,0.0
อำนาจเจริญ,กรกฎาคม,ผลิต,2,2.0
อำนาจเจริญ,กรกฎาคม,บริการ,6,17.35
อำนาจเจริญ,สิงหาคม,ขายส่ง/ขายปลีก,2,1.5
อำนาจเจริญ,สิงหาคม,ผลิต,0,0.0
อำนาจเจริญ,สิงหาคม,บริการ,5,9.4
อำนาจเจริญ,กันยายน,ขายส่ง/ขายปลีก,7,8.5
อำนาจเจริญ,กันยายน,ผลิต,0,0.0
อำนาจเจริญ,กันยายน,บริการ,2,2.0
อำนาจเจริญ,ตุลาคม,ขายส่ง/ขายปลีก,2,2.0
อำนาจเจริญ,ตุลาคม,ผลิต,0,0.0
อำนาจเจริญ,ตุลาคม,บริการ,5,9.0
อำนาจเจริญ,พฤศจิกายน,ขายส่ง/ขายปลีก,4,7.13
อำนาจเจริญ,พฤศจิกายน,ผลิต,0,0.0
อำนาจเจริญ,พฤศจิกายน,บริการ,4,5.0
อำนาจเจริญ,ธันวาคม,ขายส่ง/ขายปลีก,5,9.0
อำนาจเจริญ,ธันวาคม,ผลิต,0,0.0
อำนาจเจริญ,ธันวาคม,บริการ,2,2.0
อุดรธานี,มกราคม,ขายส่ง/ขายปลีก,30,42.5
อุดรธานี,มกราคม,ผลิต,2,7.0
อุดรธานี,มกราคม,บริการ,43,70.29
อุดรธานี,กุมภาพันธ์,ขายส่ง/ขายปลีก,32,45.3005
อุดรธานี,กุมภาพันธ์,ผลิต,3,2.1
อุดรธานี,กุมภาพันธ์,บริการ,29,33.51
อุดรธานี,มีนาคม,ขายส่ง/ขายปลีก,25,39.5
อุดรธานี,มีนาคม,ผลิต,2,2.5
อุดรธานี,มีนาคม,บริการ,31,51.28
อุดรธานี,เมษายน,ขายส่ง/ขายปลีก,21,31.3
อุดรธานี,เมษายน,ผลิต,2,1.5
อุดรธานี,เมษายน,บริการ,30,59.46
อุดรธานี,พฤษภาคม,ขายส่ง/ขายปลีก,26,40.16
อุดรธานี,พฤษภาคม,ผลิต,9,12.0
อุดรธานี,พฤษภาคม,บริการ,37,41.9
อุดรธานี,มิถุนายน,ขายส่ง/ขายปลีก,23,33.0
อุดรธานี,มิถุนายน,ผลิต,8,14.0
อุดรธานี,มิถุนายน,บริการ,37,51.4
อุดรธานี,กรกฎาคม,ขายส่ง/ขายปลีก,36,47.0
อุดรธานี,กรกฎาคม,ผลิต,6,9.1
อุดรธานี,กรกฎาคม,บริการ,41,57.9
อุดรธานี,สิงหาคม,ขายส่ง/ขายปลีก,27,29.62
อุดรธานี,สิงหาคม,ผลิต,5,7.3
อุดรธานี,สิงหาคม,บริการ,40,47.0
อุดรธานี,กันยายน,ขายส่ง/ขายปลีก,30,34.5
อุดรธานี,กันยายน,ผลิต,5,8.5
อุดรธานี,กันยายน,บริการ,34,58.5
อุดรธานี,ตุลาคม,ขายส่ง/ขายปลีก,51,71.4
อุดรธานี,ตุลาคม,ผลิต,8,514.4
อุดรธานี,ตุลาคม,บริการ,46,113.0
อุดรธานี,พฤศจิกายน,ขายส่ง/ขายปลีก,36,50.6
อุดรธานี,พฤศจิกายน,ผลิต,5,11.0
อุดรธานี,พฤศจิกายน,บริการ,32,77.02
อุดรธานี,ธันวาคม,ขายส่ง/ขายปลีก,16,17.4
อุดรธานี,ธันวาคม,ผลิต,4,4.0
อุดรธานี,ธันวาคม,บริการ,24,46.2
อุบลราชธานี,มกราคม,ขายส่ง/ขายปลีก,42,78.92
อุบลราชธานี,มกราคม,ผลิต,6,14.5
อุบลราชธานี,มกราคม,บริการ,48,51.4
อุบลราชธานี,กุมภาพันธ์,ขายส่ง/ขายปลีก,21,30.7022
อุบลราชธานี,กุมภาพันธ์,ผลิต,8,14.3
อุบลราชธานี,กุมภาพันธ์,บริการ,30,38.12
อุบลราชธานี,มีนาคม,ขายส่ง/ขายปลีก,24,34.7
อุบลราชธานี,มีนาคม,ผลิต,7,10.8
อุบลราชธานี,มีนาคม,บริการ,29,48.7
อุบลราชธานี,เมษายน,ขายส่ง/ขายปลีก,21,39.4
อุบลราชธานี,เมษายน,ผลิต,5,4.7
อุบลราชธานี,เมษายน,บริการ,28,52.7
อุบลราชธานี,พฤษภาคม,ขายส่ง/ขายปลีก,20,31.1
อุบลราชธานี,พฤษภาคม,ผลิต,4,4.0
อุบลราชธานี,พฤษภาคม,บริการ,29,84.66
อุบลราชธานี,มิถุนายน,ขายส่ง/ขายปลีก,31,55.2
อุบลราชธานี,มิถุนายน,ผลิต,2,1.1
อุบลราชธานี,มิถุนายน,บริการ,40,87.7045
อุบลราชธานี,กรกฎาคม,ขายส่ง/ขายปลีก,26,41.3
อุบลราชธานี,กรกฎาคม,ผลิต,2,6.0
อุบลราชธานี,กรกฎาคม,บริการ,22,29.2
อุบลราชธานี,สิงหาคม,ขายส่ง/ขายปลีก,34,53.6505
อุบลราชธานี,สิงหาคม,ผลิต,4,4.4
อุบลราชธานี,สิงหาคม,บริการ,38,50.7
อุบลราชธานี,กันยายน,ขายส่ง/ขายปลีก,25,68.9
อุบลราชธานี,กันยายน,ผลิต,6,11.0
อุบลราชธานี,กันยายน,บริการ,39,45.26
อุบลราชธานี,ตุลาคม,ขายส่ง/ขายปลีก,45,63.3
อุบลราชธานี,ตุลาคม,ผลิต,2,10.5
อุบลราชธานี,ตุลาคม,บริการ,34,68.673
อุบลราชธานี,พฤศจิกายน,ขายส่ง/ขายปลีก,21,33.2
อุบลราชธานี,พฤศจิกายน,ผลิต,6,18.0
อุบลราชธานี,พฤศจิกายน,บริการ,32,67.7
อุบลราชธานี,ธันวาคม,ขายส่ง/ขายปลีก,13,18.7
อุบลราชธานี,ธันวาคม,ผลิต,3,5.5
อุบลราชธานี,ธันวาคม,บริการ,17,27.6
กำแพงเพชร,มกราคม,ขายส่ง/ขายปลีก,11,11.159465
กำแพงเพชร,มกราคม,ผลิต,1,1.0
กำแพงเพชร,มกราคม,บริการ,13,10.7
กำแพงเพชร,กุมภาพันธ์,ขายส่ง/ขายปลีก,13,15.25
กำแพงเพชร,กุมภาพันธ์,ผลิต,1,3.0
กำแพงเพชร,กุมภาพันธ์,บริการ,8,8.9
กำแพงเพชร,มีนาคม,ขายส่ง/ขายปลีก,11,12.52
กำแพงเพชร,มีนาคม,ผลิต,2,2.0
กำแพงเพชร,มีนาคม,บริการ,10,14.9
กำแพงเพชร,เมษายน,ขายส่ง/ขายปลีก,11,11.9
กำแพงเพชร,เมษายน,ผลิต,0,0.0
กำแพงเพชร,เมษายน,บริการ,8,5.7
กำแพงเพชร,พฤษภาคม,ขายส่ง/ขายปลีก,6,6.5
กำแพงเพชร,พฤษภาคม,ผลิต,2,5.002
กำแพงเพชร,พฤษภาคม,บริการ,12,17.21
กำแพงเพชร,มิถุนายน,ขายส่ง/ขายปลีก,8,8.8
กำแพงเพชร,มิถุนายน,ผลิต,3,2.5
กำแพงเพชร,มิถุนายน,บริการ,11,14.25
กำแพงเพชร,กรกฎาคม,ขายส่ง/ขายปลีก,9,10.0
กำแพงเพชร,กรกฎาคม,ผลิต,3,8.0
กำแพงเพชร,กรกฎาคม,บริการ,8,16.0
กำแพงเพชร,สิงหาคม,ขายส่ง/ขายปลีก,4,4.05
กำแพงเพชร,สิงหาคม,ผลิต,1,1.0
กำแพงเพชร,สิงหาคม,บริการ,7,9.7
กำแพงเพชร,กันยายน,ขายส่ง/ขายปลีก,16,11.7
กำแพงเพชร,กันยายน,ผลิต,3,11.0
กำแพงเพชร,กันยายน,บริการ,21,26.05
กำแพงเพชร,ตุลาคม,ขายส่ง/ขายปลีก,16,25.0
กำแพงเพชร,ตุลาคม,ผลิต,5,13.4
กำแพงเพชร,ตุลาคม,บริการ,7,11.0
กำแพงเพชร,พฤศจิกายน,ขายส่ง/ขายปลีก,7,5.5
กำแพงเพชร,พฤศจิกายน,ผลิต,0,0.0
กำแพงเพชร,พฤศจิกายน,บริการ,6,9.25
กำแพงเพชร,ธันวาคม,ขายส่ง/ขายปลีก,5,5.0
กำแพงเพชร,ธันวาคม,ผลิต,0,0.0
กำแพงเพชร,ธันวาคม,บริการ,6,12.0
เชียงราย,มกราคม,ขายส่ง/ขายปลีก,44,58.5
เชียงราย,มกราคม,ผลิต,4,3.5
เชียงราย,มกราคม,บริการ,50,76.652
เชียงราย,กุมภาพันธ์,ขายส่ง/ขายปลีก,22,26.2
เชียงราย,กุมภาพันธ์,ผลิต,11,21.1
เชียงราย,กุมภาพันธ์,บริการ,45,57.93
เชียงราย,มีนาคม,ขายส่ง/ขายปลีก,23,20.603
เชียงราย,มีนาคม,ผลิต,4,11.0
เชียงราย,มีนาคม,บริการ,38,49.233433
เชียงราย,เมษายน,ขายส่ง/ขายปลีก,24,38.95
เชียงราย,เมษายน,ผลิต,6,9.2
เชียงราย,เมษายน,บริการ,30,38.31
เชียงราย,พฤษภาคม,ขายส่ง/ขายปลีก,32,68.865
เชียงราย,พฤษภาคม,ผลิต,2,2.0
เชียงราย,พฤษภาคม,บริการ,42,57.65
เชียงราย,มิถุนายน,ขายส่ง/ขายปลีก,20,23.45
เชียงราย,มิถุนายน,ผลิต,7,7.0
เชียงราย,มิถุนายน,บริการ,33,43.501
เชียงราย,กรกฎาคม,ขายส่ง/ขายปลีก,40,64.76
เชียงราย,กรกฎาคม,ผลิต,4,3.1
เชียงราย,กรกฎาคม,บริการ,42,50.3602
เชียงราย,สิงหาคม,ขายส่ง/ขายปลีก,40,55.56
เชียงราย,สิงหาคม,ผลิต,9,8.5
เชียงราย,สิงหาคม,บริการ,48,58.41
เชียงราย,กันยายน,ขายส่ง/ขายปลีก,42,138.25
เชียงราย,กันยายน,ผลิต,7,9.200001
เชียงราย,กันยายน,บริการ,49,80.8
เชียงราย,ตุลาคม,ขายส่ง/ขายปลีก,36,53.75
เชียงราย,ตุลาคม,ผลิต,11,19.0
เชียงราย,ตุลาคม,บริการ,54,81.49
เชียงราย,พฤศจิกายน,ขายส่ง/ขายปลีก,33,31.1
เชียงราย,พฤศจิกายน,ผลิต,7,5.4
เชียงราย,พฤศจิกายน,บริการ,37,149.85
เชียงราย,ธันวาคม,ขายส่ง/ขายปลีก,19,24.2
เชียงราย,ธันวาคม,ผลิต,5,13.0
เชียงราย,ธันวาคม,บริการ,28,42.1
เชียงใหม่,มกราคม,ขายส่ง/ขายปลีก,82,96.29
เชียงใหม่,มกราคม,ผลิต,32,57.95
เชียงใหม่,มกราคม,บริการ,235,487.395
เชียงใหม่,กุมภาพันธ์,ขายส่ง/ขายปลีก,112,149.85
เชียงใหม่,กุมภาพันธ์,ผลิต,18,30.1509
เชียงใหม่,กุมภาพันธ์,บริการ,184,306.62
เชียงใหม่,มีนาคม,ขายส่ง/ขายปลีก,110,157.5
เชียงใหม่,มีนาคม,ผลิต,25,34.35
เชียงใหม่,มีนาคม,บริการ,193,365.852
เชียงใหม่,เมษายน,ขายส่ง/ขายปลีก,64,109.35
เชียงใหม่,เมษายน,ผลิต,20,22.45
เชียงใหม่,เมษายน,บริการ,140,244.135
เชียงใหม่,พฤษภาคม,ขายส่ง/ขายปลีก,93,139.86
เชียงใหม่,พฤษภาคม,ผลิต,13,19.1
เชียงใหม่,พฤษภาคม,บริการ,138,245.6
เชียงใหม่,มิถุนายน,ขายส่ง/ขายปลีก,96,120.45
เชียงใหม่,มิถุนายน,ผลิต,17,26.05
เชียงใหม่,มิถุนายน,บริการ,182,320.18
เชียงใหม่,กรกฎาคม,ขายส่ง/ขายปลีก,118,179.7
เชียงใหม่,กรกฎาคม,ผลิต,23,38.5
เชียงใหม่,กรกฎาคม,บริการ,181,261.9935
เชียงใหม่,สิงหาคม,ขายส่ง/ขายปลีก,95,114.045
เชียงใหม่,สิงหาคม,ผลิต,22,129.7
เชียงใหม่,สิงหาคม,บริการ,179,245.73
เชียงใหม่,กันยายน,ขายส่ง/ขายปลีก,99,130.32
เชียงใหม่,กันยายน,ผลิต,15,27.5
เชียงใหม่,กันยายน,บริการ,193,331.989999
เชียงใหม่,ตุลาคม,ขายส่ง/ขายปลีก,107,153.3
เชียงใหม่,ตุลาคม,ผลิต,16,16.9
เชียงใหม่,ตุลาคม,บริการ,181,456.27
เชียงใหม่,พฤศจิกายน,ขายส่ง/ขายปลีก,75,107.14
เชียงใหม่,พฤศจิกายน,ผลิต,18,53.8
เชียงใหม่,พฤศจิกายน,บริการ,137,843.962
เชียงใหม่,ธันวาคม,ขายส่ง/ขายปลีก,55,94.119999
เชียงใหม่,ธันวาคม,ผลิต,7,13.51
เชียงใหม่,ธันวาคม,บริการ,261,223.5111
ตาก,มกราคม,ขายส่ง/ขายปลีก,16,19.1
ตาก,มกราคม,ผลิต,1,1.0
ตาก,มกราคม,บริการ,16,24.305
ตาก,กุมภาพันธ์,ขายส่ง/ขายปลีก,11,8.9
ตาก,กุมภาพันธ์,ผลิต,0,0.0
ตาก,กุมภาพันธ์,บริการ,10,17.25
ตาก,มีนาคม,ขายส่ง/ขายปลีก,12,13.1
ตาก,มีนาคม,ผลิต,2,4.0
ตาก,มีนาคม,บริการ,14,11.65
ตาก,เมษายน,ขายส่ง/ขายปลีก,10,17.6
ตาก,เมษายน,ผลิต,3,2.5
ตาก,เมษายน,บริการ,11,14.5
ตาก,พฤษภาคม,ขายส่ง/ขายปลีก,14,28.5
ตาก,พฤษภาคม,ผลิต,2,4.0
ตาก,พฤษภาคม,บริการ,8,16.0
ตาก,มิถุนายน,ขายส่ง/ขายปลีก,18,17.2
ตาก,มิถุนายน,ผลิต,5,10.1
ตาก,มิถุนายน,บริการ,15,16.25
ตาก,กรกฎาคม,ขายส่ง/ขายปลีก,14,19.84
ตาก,กรกฎาคม,ผลิต,2,2.0
ตาก,กรกฎาคม,บริการ,11,14.9
ตาก,สิงหาคม,ขายส่ง/ขายปลีก,22,20.78
ตาก,สิงหาคม,ผลิต,2,3.0
ตาก,สิงหาคม,บริการ,13,15.5
ตาก,กันยายน,ขายส่ง/ขายปลีก,17,19.5
ตาก,กันยายน,ผลิต,4,5.0
ตาก,กันยายน,บริการ,19,25.8
ตาก,ตุลาคม,ขายส่ง/ขายปลีก,18,20.502
ตาก,ตุลาคม,ผลิต,3,28.7
ตาก,ตุลาคม,บริการ,24,25.91
ตาก,พฤศจิกายน,ขายส่ง/ขายปลีก,21,19.61
ตาก,พฤศจิกายน,ผลิต,2,3.0
ตาก,พฤศจิกายน,บริการ,11,22.1
ตาก,ธันวาคม,ขายส่ง/ขายปลีก,22,27.3
ตาก,ธันวาคม,ผลิต,1,1.0
ตาก,ธันวาคม,บริการ,2,3.0
นครสวรรค์,มกราคม,ขายส่ง/ขายปลีก,16,28.3
นครสวรรค์,มกราคม,ผลิต,4,4.0
นครสวรรค์,มกราคม,บริการ,23,31.5
นครสวรรค์,กุมภาพันธ์,ขายส่ง/ขายปลีก,19,34.3
นครสวรรค์,กุมภาพันธ์,ผลิต,6,7.4
นครสวรรค์,กุมภาพันธ์,บริการ,16,21.36
นครสวรรค์,มีนาคม,ขายส่ง/ขายปลีก,22,25.3
นครสวรรค์,มีนาคม,ผลิต,4,8.03
นครสวรรค์,มีนาคม,บริการ,19,37.2
นครสวรรค์,เมษายน,ขายส่ง/ขายปลีก,22,20.8
นครสวรรค์,เมษายน,ผลิต,3,13.0
นครสวรรค์,เมษายน,บริการ,10,6.8
นครสวรรค์,พฤษภาคม,ขายส่ง/ขายปลีก,12,11.25
นครสวรรค์,พฤษภาคม,ผลิต,8,11.0
นครสวรรค์,พฤษภาคม,บริการ,15,15.0
นครสวรรค์,มิถุนายน,ขายส่ง/ขายปลีก,10,51.5
นครสวรรค์,มิถุนายน,ผลิต,1,1.0
นครสวรรค์,มิถุนายน,บริการ,26,23.3
นครสวรรค์,กรกฎาคม,ขายส่ง/ขายปลีก,21,28.2
นครสวรรค์,กรกฎาคม,ผลิต,3,1.7
นครสวรรค์,กรกฎาคม,บริการ,16,18.15
นครสวรรค์,สิงหาคม,ขายส่ง/ขายปลีก,28,26.5
นครสวรรค์,สิงหาคม,ผลิต,9,12.05
นครสวรรค์,สิงหาคม,บริการ,15,11.51
นครสวรรค์,กันยายน,ขายส่ง/ขายปลีก,24,44.6
นครสวรรค์,กันยายน,ผลิต,1,0.1
นครสวรรค์,กันยายน,บริการ,28,32.18
นครสวรรค์,ตุลาคม,ขายส่ง/ขายปลีก,25,30.8
นครสวรรค์,ตุลาคม,ผลิต,6,11.2
นครสวรรค์,ตุลาคม,บริการ,14,30.0
นครสวรรค์,พฤศจิกายน,ขายส่ง/ขายปลีก,22,24.65
นครสวรรค์,พฤศจิกายน,ผลิต,5,23.5
นครสวรรค์,พฤศจิกายน,บริการ,19,20.7
นครสวรรค์,ธันวาคม,ขายส่ง/ขายปลีก,10,6.95
นครสวรรค์,ธันวาคม,ผลิต,1,1.0
นครสวรรค์,ธันวาคม,บริการ,13,17.1
น่าน,มกราคม,ขายส่ง/ขายปลีก,11,38.6
น่าน,มกราคม,ผลิต,2,1.5
น่าน,มกราคม,บริการ,8,11.5
น่าน,กุมภาพันธ์,ขายส่ง/ขายปลีก,7,9.6
น่าน,กุมภาพันธ์,ผลิต,0,0.0
น่าน,กุมภาพันธ์,บริการ,12,13.4
น่าน,มีนาคม,ขายส่ง/ขายปลีก,2,2.0
น่าน,มีนาคม,ผลิต,0,0.0
น่าน,มีนาคม,บริการ,10,7.1
น่าน,เมษายน,ขายส่ง/ขายปลีก,5,3.6
น่าน,เมษายน,ผลิต,2,4.0
น่าน,เมษายน,บริการ,4,1.35
น่าน,พฤษภาคม,ขายส่ง/ขายปลีก,6,9.2
น่าน,พฤษภาคม,ผลิต,0,0.0
น่าน,พฤษภาคม,บริการ,5,5.0
น่าน,มิถุนายน,ขายส่ง/ขายปลีก,2,2.0
น่าน,มิถุนายน,ผลิต,0,0.0
น่าน,มิถุนายน,บริการ,7,8.8
น่าน,กรกฎาคม,ขายส่ง/ขายปลีก,6,11.0
น่าน,กรกฎาคม,ผลิต,3,1.8
น่าน,กรกฎาคม,บริการ,6,19.0
น่าน,สิงหาคม,ขายส่ง/ขายปลีก,7,6.11
น่าน,สิงหาคม,ผลิต,1,1.8888
น่าน,สิงหาคม,บริการ,15,19.0
น่าน,กันยายน,ขายส่ง/ขายปลีก,5,4.565
น่าน,กันยายน,ผลิต,3,3.0
น่าน,กันยายน,บริการ,6,3.7
น่าน,ตุลาคม,ขายส่ง/ขายปลีก,9,19.0
น่าน,ตุลาคม,ผลิต,1,0.02
น่าน,ตุลาคม,บริการ,8,6.8
น่าน,พฤศจิกายน,ขายส่ง/ขายปลีก,3,2.54
น่าน,พฤศจิกายน,ผลิต,1,2.0
น่าน,พฤศจิกายน,บริการ,7,14.125
น่าน,ธันวาคม,ขายส่ง/ขายปลีก,4,1.7
น่าน,ธันวาคม,ผลิต,0,0.0
น่าน,ธันวาคม,บริการ,2,2.0
พะเยา,มกราคม,ขายส่ง/ขายปลีก,6,6.4
พะเยา,มกราคม,ผลิต,3,2.0
พะเยา,มกราคม,บริการ,15,21.2
พะเยา,กุมภาพันธ์,ขายส่ง/ขายปลีก,3,2.2
พะเยา,กุมภาพันธ์,ผลิต,3,3.0
พะเยา,กุมภาพันธ์,บริการ,10,20.2
พะเยา,มีนาคม,ขายส่ง/ขายปลีก,3,6.0
พะเยา,มีนาคม,ผลิต,0,0.0
พะเยา,มีนาคม,บริการ,7,6.25
พะเยา,เมษายน,ขายส่ง/ขายปลีก,3,6.0
พะเยา,เมษายน,ผลิต,1,4.0
พะเยา,เมษายน,บริการ,13,18.15
พะเยา,พฤษภาคม,ขายส่ง/ขายปลีก,8,11.6
พะเยา,พฤษภาคม,ผลิต,2,3.0
พะเยา,พฤษภาคม,บริการ,13,21.4
พะเยา,มิถุนายน,ขายส่ง/ขายปลีก,4,12.0
พะเยา,มิถุนายน,ผลิต,1,0.06
พะเยา,มิถุนายน,บริการ,8,11.35
พะเยา,กรกฎาคม,ขายส่ง/ขายปลีก,6,11.5
พะเยา,กรกฎาคม,ผลิต,0,0.0
พะเยา,กรกฎาคม,บริการ,11,7.7
พะเยา,สิงหาคม,ขายส่ง/ขายปลีก,8,9.0
พะเยา,สิงหาคม,ผลิต,2,0.6
พะเยา,สิงหาคม,บริการ,6,8.5
พะเยา,กันยายน,ขายส่ง/ขายปลีก,10,17.5
พะเยา,กันยายน,ผลิต,4,7.1
พะเยา,กันยายน,บริการ,10,9.15
พะเยา,ตุลาคม,ขายส่ง/ขายปลีก,15,17.0
พะเยา,ตุลาคม,ผลิต,2,3.5
พะเยา,ตุลาคม,บริการ,16,19.5
พะเยา,พฤศจิกายน,ขายส่ง/ขายปลีก,7,7.0
พะเยา,พฤศจิกายน,ผลิต,2,1.5
พะเยา,พฤศจิกายน,บริการ,6,6.0
พะเยา,ธันวาคม,ขายส่ง/ขายปลีก,6,4.52
พะเยา,ธันวาคม,ผลิต,0,0.0
พะเยา,ธันวาคม,บริการ,2,2.0
พิจิตร,มกราคม,ขายส่ง/ขายปลีก,5,10.5
พิจิตร,มกราคม,ผลิต,0,0.0
พิจิตร,มกราคม,บริการ,6,4.6
พิจิตร,กุมภาพันธ์,ขายส่ง/ขายปลีก,5,7.0
พิจิตร,กุมภาพันธ์,ผลิต,1,0.1
พิจิตร,กุมภาพันธ์,บริการ,7,7.0
พิจิตร,มีนาคม,ขายส่ง/ขายปลีก,7,5.5
พิจิตร,มีนาคม,ผลิต,0,0.0
พิจิตร,มีนาคม,บริการ,10,16.0
พิจิตร,เมษายน,ขายส่ง/ขายปลีก,5,15.0
พิจิตร,เมษายน,ผลิต,2,1.5
พิจิตร,เมษายน,บริการ,5,8.0
พิจิตร,พฤษภาคม,ขายส่ง/ขายปลีก,10,8.0
พิจิตร,พฤษภาคม,ผลิต,1,1.0
พิจิตร,พฤษภาคม,บริการ,7,10.7
พิจิตร,มิถุนายน,ขายส่ง/ขายปลีก,12,9.7
พิจิตร,มิถุนายน,ผลิต,0,0.0
พิจิตร,มิถุนายน,บริการ,13,18.1
พิจิตร,กรกฎาคม,ขายส่ง/ขายปลีก,14,37.32
พิจิตร,กรกฎาคม,ผลิต,1,2.0
พิจิตร,กรกฎาคม,บริการ,11,16.8
พิจิตร,สิงหาคม,ขายส่ง/ขายปลีก,9,8.2
พิจิตร,สิงหาคม,ผลิต,2,0.3
พิจิตร,สิงหาคม,บริการ,7,4.5
พิจิตร,กันยายน,ขายส่ง/ขายปลีก,7,7.5
พิจิตร,กันยายน,ผลิต,1,2.0
พิจิตร,กันยายน,บริการ,12,15.4
พิจิตร,ตุลาคม,ขายส่ง/ขายปลีก,2,1.3
พิจิตร,ตุลาคม,ผลิต,1,5.0
พิจิตร,ตุลาคม,บริการ,5,10.0
พิจิตร,พฤศจิกายน,ขายส่ง/ขายปลีก,8,8.4
พิจิตร,พฤศจิกายน,ผลิต,6,30.5
พิจิตร,พฤศจิกายน,บริการ,7,14.8
พิจิตร,ธันวาคม,ขายส่ง/ขายปลีก,4,8.0
พิจิตร,ธันวาคม,ผลิต,6,7.8
พิจิตร,ธันวาคม,บริการ,3,3.0
พิษณุโลก,มกราคม,ขายส่ง/ขายปลีก,16,26.82250741
พิษณุโลก,มกราคม,ผลิต,8,5.9
พิษณุโลก,มกราคม,บริการ,22,27.95
พิษณุโลก,กุมภาพันธ์,ขายส่ง/ขายปลีก,22,22.592
พิษณุโลก,กุมภาพันธ์,ผลิต,1,0.4
พิษณุโลก,กุมภาพันธ์,บริการ,29,33.5
พิษณุโลก,มีนาคม,ขายส่ง/ขายปลีก,18,18.8
พิษณุโลก,มีนาคม,ผลิต,2,1.05
พิษณุโลก,มีนาคม,บริการ,17,16.42
พิษณุโลก,เมษายน,ขายส่ง/ขายปลีก,17,13.25
พิษณุโลก,เมษายน,ผลิต,3,7.0
พิษณุโลก,เมษายน,บริการ,26,31.2
พิษณุโลก,พฤษภาคม,ขายส่ง/ขายปลีก,23,37.6
พิษณุโลก,พฤษภาคม,ผลิต,7,9.3
พิษณุโลก,พฤษภาคม,บริการ,14,9.61
พิษณุโลก,มิถุนายน,ขายส่ง/ขายปลีก,31,23.6
พิษณุโลก,มิถุนายน,ผลิต,4,7.1
พิษณุโลก,มิถุนายน,บริการ,15,25.4
พิษณุโลก,กรกฎาคม,ขายส่ง/ขายปลีก,47,36.0
พิษณุโลก,กรกฎาคม,ผลิต,8,15.5
พิษณุโลก,กรกฎาคม,บริการ,29,42.2
