province,month,objective,p_esta,m_esta
นครนายก,สิงหาคม,ผลิต,1,0.5
นครนายก,สิงหาคม,บริการ,8,6.0
นครนายก,กันยายน,ขายส่ง/ขายปลีก,5,13.5
นครนายก,กันยายน,ผลิต,3,7.0
นครนายก,กันยายน,บริการ,6,11.0
นครนายก,ตุลาคม,ขายส่ง/ขายปลีก,4,7.9
นครนายก,ตุลาคม,ผลิต,1,5.0
นครนายก,ตุลาคม,บริการ,9,9.1
นครนายก,พฤศจิกายน,ขายส่ง/ขายปลีก,3,3.0
นครนายก,พฤศจิกายน,ผลิต,0,0.0
นครนายก,พฤศจิกายน,บริการ,3,4.5
นครนายก,ธันวาคม,ขายส่ง/ขายปลีก,0,0.0
นครนายก,ธันวาคม,ผลิต,2,1.1
นครนายก,ธันวาคม,บริการ,2,1.5
ปราจีนบุรี,มกราคม,ขายส่ง/ขายปลีก,8,13.1
ปราจีนบุรี,มกราคม,ผลิต,14,235.9
ปราจีนบุรี,มกราคม,บริการ,22,66.661
ปราจีนบุรี,กุมภาพันธ์,ขายส่ง/ขายปลีก,9,11.1
ปราจีนบุรี,กุมภาพันธ์,ผลิต,10,22.0
ปราจีนบุรี,กุมภาพันธ์,บริการ,20,19.5
ปราจีนบุรี,มีนาคม,ขายส่ง/ขายปลีก,13,18.05
ปราจีนบุรี,มีนาคม,ผลิต,8,931.0
ปราจีนบุรี,มีนาคม,บริการ,14,28.0
ปราจีนบุรี,เมษายน,ขายส่ง/ขายปลีก,9,16.0
ปราจีนบุรี,เมษายน,ผลิต,6,9.75
ปราจีนบุรี,เมษายน,บริการ,15,20.0
ปราจีนบุรี,พฤษภาคม,ขายส่ง/ขายปลีก,14,24.8
ปราจีนบุรี,พฤษภาคม,ผลิต,10,100.75
ปราจีนบุรี,พฤษภาคม,บริการ,16,33.9
ปราจีนบุรี,มิถุนายน,ขายส่ง/ขายปลีก,12,15.5
ปราจีนบุรี,มิถุนายน,ผลิต,4,58.8961
ปราจีนบุรี,มิถุนายน,บริการ,14,32.1
ปราจีนบุรี,กรกฎาคม,ขายส่ง/ขายปลีก,8,13.8
ปราจีนบุรี,กรกฎาคม,ผลิต,6,27.0
ปราจีนบุรี,กรกฎาคม,บริการ,17,29.5
ปราจีนบุรี,สิงหาคม,ขายส่ง/ขายปลีก,7,13.5
ปราจีนบุรี,สิงหาคม,ผลิต,4,16.0
ปราจีนบุรี,สิงหาคม,บริการ,14,65.1
ปราจีนบุรี,กันยายน,ขายส่ง/ขายปลีก,8,9.7
ปราจีนบุรี,กันยายน,ผลิต,4,27.0
ปราจีนบุรี,กันยายน,บริการ,23,39.7
ปราจีนบุรี,ตุลาคม,ขายส่ง/ขายปลีก,14,26.4
ปราจีนบุรี,ตุลาคม,ผลิต,4,6.0
ปราจีนบุรี,ตุลาคม,บริการ,18,46.7
ปราจีนบุรี,พฤศจิกายน,ขายส่ง/ขายปลีก,6,10.5
ปราจีนบุรี,พฤศจิกายน,ผลิต,6,15.6
ปราจีนบุรี,พฤศจิกายน,บริการ,10,25.6
ปราจีนบุรี,ธันวาคม,ขายส่ง/ขายปลีก,9,8.202
ปราจีนบุรี,ธันวาคม,ผลิต,1,5.0
ปราจีนบุรี,ธันวาคม,บริการ,11,715.3
ระยอง,มกราคม,ขายส่ง/ขายปลีก,61,144.8225
ระยอง,มกราคม,ผลิต,44,837.3
ระยอง,มกราคม,บริการ,86,124.8
ระยอง,กุมภาพันธ์,ขายส่ง/ขายปลีก,41,86.6
ระยอง,กุมภาพันธ์,ผลิต,30,166.76
ระยอง,กุมภาพันธ์,บริการ,94,167.4
ระยอง,มีนาคม,ขายส่ง/ขายปลีก,35,72.062
ระยอง,มีนาคม,ผลิต,45,301.52
ระยอง,มีนาคม,บริการ,79,509.1
ระยอง,เมษายน,ขายส่ง/ขายปลีก,46,94.2
ระยอง,เมษายน,ผลิต,34,225.0
ระยอง,เมษายน,บริการ,73,157.56
ระยอง,พฤษภาคม,ขายส่ง/ขายปลีก,32,56.52
ระยอง,พฤษภาคม,ผลิต,42,316.64
ระยอง,พฤษภาคม,บริการ,71,135.86
ระยอง,มิถุนายน,ขายส่ง/ขายปลีก,37,66.99
ระยอง,มิถุนายน,ผลิต,27,115.0
ระยอง,มิถุนายน,บริการ,93,173.96
ระยอง,กรกฎาคม,ขายส่ง/ขายปลีก,60,185.7
ระยอง,กรกฎาคม,ผลิต,26,562.2
ระยอง,กรกฎาคม,บริการ,96,190.81
ระยอง,สิงหาคม,ขายส่ง/ขายปลีก,61,75.41
ระยอง,สิงหาคม,ผลิต,26,123.16176
ระยอง,สิงหาคม,บริการ,71,112.35
ระยอง,กันยายน,ขายส่ง/ขายปลีก,46,71.91
ระยอง,กันยายน,ผลิต,17,75.3824
ระยอง,กันยายน,บริการ,114,202.4781
ระยอง,ตุลาคม,ขายส่ง/ขายปลีก,45,88.97
ระยอง,ตุลาคม,ผลิต,17,32.5
ระยอง,ตุลาคม,บริการ,71,126.84
ระยอง,พฤศจิกายน,ขายส่ง/ขายปลีก,43,85.25
ระยอง,พฤศจิกายน,ผลิต,20,432.9
ระยอง,พฤศจิกายน,บริการ,59,142.45
ระยอง,ธันวาคม,ขายส่ง/ขายปลีก,33,70.9
ระยอง,ธันวาคม,ผลิต,23,411.0
ระยอง,ธันวาคม,บริการ,53,162.6
สระแก้ว,มกราคม,ขายส่ง/ขายปลีก,15,22.6
สระแก้ว,มกราคม,ผลิต,1,1.0
สระแก้ว,มกราคม,บริการ,11,17.0
สระแก้ว,กุมภาพันธ์,ขายส่ง/ขายปลีก,7,5.2
สระแก้ว,กุมภาพันธ์,ผลิต,1,1.0
สระแก้ว,กุมภาพันธ์,บริการ,9,12.7
สระแก้ว,มีนาคม,ขายส่ง/ขายปลีก,9,27.0
สระแก้ว,มีนาคม,ผลิต,1,1.0
สระแก้ว,มีนาคม,บริการ,8,13.0
สระแก้ว,เมษายน,ขายส่ง/ขายปลีก,9,8.7
สระแก้ว,เมษายน,ผลิต,2,5.5
สระแก้ว,เมษายน,บริการ,10,12.005
สระแก้ว,พฤษภาคม,ขายส่ง/ขายปลีก,11,14.2
สระแก้ว,พฤษภาคม,ผลิต,1,2.0
สระแก้ว,พฤษภาคม,บริการ,13,24.4
สระแก้ว,มิถุนายน,ขายส่ง/ขายปลีก,7,12.0
สระแก้ว,มิถุนายน,ผลิต,1,2.0
สระแก้ว,มิถุนายน,บริการ,5,10.1
สระแก้ว,กรกฎาคม,ขายส่ง/ขายปลีก,12,16.65
สระแก้ว,กรกฎาคม,ผลิต,2,2.0
สระแก้ว,กรกฎาคม,บริการ,6,3.52
สระแก้ว,สิงหาคม,ขายส่ง/ขายปลีก,15,26.0
สระแก้ว,สิงหาคม,ผลิต,5,9.0
สระแก้ว,สิงหาคม,บริการ,13,9.9
สระแก้ว,กันยายน,ขายส่ง/ขายปลีก,26,24.55
สระแก้ว,กันยายน,ผลิต,3,3.0
สระแก้ว,กันยายน,บริการ,18,23.15
สระแก้ว,ตุลาคม,ขายส่ง/ขายปลีก,17,18.82
สระแก้ว,ตุลาคม,ผลิต,0,0.0
สระแก้ว,ตุลาคม,บริการ,9,6.4
สระแก้ว,พฤศจิกายน,ขายส่ง/ขายปลีก,10,23.3
สระแก้ว,พฤศจิกายน,ผลิต,2,2.51
สระแก้ว,พฤศจิกายน,บริการ,8,6.85
สระแก้ว,ธันวาคม,ขายส่ง/ขายปลีก,6,3.3
สระแก้ว,ธันวาคม,ผลิต,0,0.0
สระแก้ว,ธันวาคม,บริการ,7,8.5
กาฬสินธุ์,มกราคม,ขายส่ง/ขายปลีก,18,28.94
กาฬสินธุ์,มกราคม,ผลิต,6,5.25
กาฬสินธุ์,มกราคม,บริการ,21,28.8
กาฬสินธุ์,กุมภาพันธ์,ขายส่ง/ขายปลีก,8,22.5
กาฬสินธุ์,กุมภาพันธ์,ผลิต,4,13.0
กาฬสินธุ์,กุมภาพันธ์,บริการ,10,15.3
กาฬสินธุ์,มีนาคม,ขายส่ง/ขายปลีก,5,7.0
กาฬสินธุ์,มีนาคม,ผลิต,8,18.3
กาฬสินธุ์,มีนาคม,บริการ,6,13.1
กาฬสินธุ์,เมษายน,ขายส่ง/ขายปลีก,6,17.6
กาฬสินธุ์,เมษายน,ผลิต,1,2.0
กาฬสินธุ์,เมษายน,บริการ,12,25.0
กาฬสินธุ์,พฤษภาคม,ขายส่ง/ขายปลีก,6,7.65
กาฬสินธุ์,พฤษภาคม,ผลิต,3,8.0
กาฬสินธุ์,พฤษภาคม,บริการ,10,9.5
กาฬสินธุ์,มิถุนายน,ขายส่ง/ขายปลีก,9,13.275
กาฬสินธุ์,มิถุนายน,ผลิต,3,7.0
กาฬสินธุ์,มิถุนายน,บริการ,13,21.2
กาฬสินธุ์,กรกฎาคม,ขายส่ง/ขายปลีก,9,10.3
กาฬสินธุ์,กรกฎาคม,ผลิต,6,5.5
กาฬสินธุ์,กรกฎาคม,บริการ,17,20.8
กาฬสินธุ์,สิงหาคม,ขายส่ง/ขายปลีก,5,9.7
กาฬสินธุ์,สิงหาคม,ผลิต,4,4.0
กาฬสินธุ์,สิงหาคม,บริการ,19,25.4
กาฬสินธุ์,กันยายน,ขายส่ง/ขายปลีก,6,5.5
กาฬสินธุ์,กันยายน,ผลิต,2,1.01
กาฬสินธุ์,กันยายน,บริการ,14,19.4
กาฬสินธุ์,ตุลาคม,ขายส่ง/ขายปลีก,11,19.0
กาฬสินธุ์,ตุลาคม,ผลิต,3,2.3
กาฬสินธุ์,ตุลาคม,บริการ,10,10.0
กาฬสินธุ์,พฤศจิกายน,ขายส่ง/ขายปลีก,2,2.0
กาฬสินธุ์,พฤศจิกายน,ผลิต,3,16.0
กาฬสินธุ์,พฤศจิกายน,บริการ,12,23.2
กาฬสินธุ์,ธันวาคม,ขายส่ง/ขายปลีก,3,7.0
กาฬสินธุ์,ธันวาคม,ผลิต,1,5.0
กาฬสินธุ์,ธันวาคม,บริการ,4,10.0
ขอนแก่น,มกราคม,ขายส่ง/ขายปลีก,48,66.45
ขอนแก่น,มกราคม,ผลิต,17,23.9
ขอนแก่น,มกราคม,บริการ,87,108.2
ขอนแก่น,กุมภาพันธ์,ขายส่ง/ขายปลีก,35,46.95
ขอนแก่น,กุมภาพันธ์,ผลิต,5,8.5
ขอนแก่น,กุมภาพันธ์,บริการ,77,102.41
ขอนแก่น,มีนาคม,ขายส่ง/ขายปลีก,32,63.5
ขอนแก่น,มีนาคม,ผลิต,9,8.351
ขอนแก่น,มีนาคม,บริการ,66,91.351
ขอนแก่น,เมษายน,ขายส่ง/ขายปลีก,34,53.85
ขอนแก่น,เมษายน,ผลิต,2,3.0
ขอนแก่น,เมษายน,บริการ,43,54.07
ขอนแก่น,พฤษภาคม,ขายส่ง/ขายปลีก,31,40.1
ขอนแก่น,พฤษภาคม,ผลิต,10,19.1
ขอนแก่น,พฤษภาคม,บริการ,47,62.1
ขอนแก่น,มิถุนายน,ขายส่ง/ขายปลีก,26,27.19
ขอนแก่น,มิถุนายน,ผลิต,12,19.1
ขอนแก่น,มิถุนายน,บริการ,63,84.95
ขอนแก่น,กรกฎาคม,ขายส่ง/ขายปลีก,45,42.3
ขอนแก่น,กรกฎาคม,ผลิต,12,22.01
ขอนแก่น,กรกฎาคม,บริการ,65,99.805
ขอนแก่น,สิงหาคม,ขายส่ง/ขายปลีก,35,30.91
ขอนแก่น,สิงหาคม,ผลิต,13,19.4
ขอนแก่น,สิงหาคม,บริการ,81,114.5
ขอนแก่น,กันยายน,ขายส่ง/ขายปลีก,52,67.7
ขอนแก่น,กันยายน,ผลิต,7,15.1
ขอนแก่น,กันยายน,บริการ,79,116.12
ขอนแก่น,ตุลาคม,ขายส่ง/ขายปลีก,41,55.2
ขอนแก่น,ตุลาคม,ผลิต,9,12.8
ขอนแก่น,ตุลาคม,บริการ,55,81.02
ขอนแก่น,พฤศจิกายน,ขายส่ง/ขายปลีก,49,63.304
ขอนแก่น,พฤศจิกายน,ผลิต,8,6.55
ขอนแก่น,พฤศจิกายน,บริการ,59,124.65
ขอนแก่น,ธันวาคม,ขายส่ง/ขายปลีก,22,27.68
ขอนแก่น,ธันวาคม,ผลิต,8,10.1
ขอนแก่น,ธันวาคม,บริการ,176,69.36
ชัยภูมิ,มกราคม,ขายส่ง/ขายปลีก,14,24.0
ชัยภูมิ,มกราคม,ผลิต,2,1.7
ชัยภูมิ,มกราคม,บริการ,16,34.7
ชัยภูมิ,กุมภาพันธ์,ขายส่ง/ขายปลีก,13,20.5
ชัยภูมิ,กุมภาพันธ์,ผลิต,4,4.2
ชัยภูมิ,กุมภาพันธ์,บริการ,8,18.0
ชัยภูมิ,มีนาคม,ขายส่ง/ขายปลีก,8,19.4
ชัยภูมิ,มีนาคม,ผลิต,3,8.0
ชัยภูมิ,มีนาคม,บริการ,18,27.0
ชัยภูมิ,เมษายน,ขายส่ง/ขายปลีก,13,26.5
ชัยภูมิ,เมษายน,ผลิต,1,3.0
ชัยภูมิ,เมษายน,บริการ,11,18.01
ชัยภูมิ,พฤษภาคม,ขายส่ง/ขายปลีก,4,3.6
ชัยภูมิ,พฤษภาคม,ผลิต,3,7.0
ชัยภูมิ,พฤษภาคม,บริการ,12,7.3
ชัยภูมิ,มิถุนายน,ขายส่ง/ขายปลีก,7,7.1
ชัยภูมิ,มิถุนายน,ผลิต,4,3.5
ชัยภูมิ,มิถุนายน,บริการ,12,22.5
ชัยภูมิ,กรกฎาคม,ขายส่ง/ขายปลีก,13,30.5
ชัยภูมิ,กรกฎาคม,ผลิต,6,9.0
ชัยภูมิ,กรกฎาคม,บริการ,10,13.51
ชัยภูมิ,สิงหาคม,ขายส่ง/ขายปลีก,11,31.5
ชัยภูมิ,สิงหาคม,ผลิต,4,4.2
ชัยภูมิ,สิงหาคม,บริการ,18,26.7
ชัยภูมิ,กันยายน,ขายส่ง/ขายปลีก,9,9.9
ชัยภูมิ,กันยายน,ผลิต,7,13.3
ชัยภูมิ,กันยายน,บริการ,9,10.18
ชัยภูมิ,ตุลาคม,ขายส่ง/ขายปลีก,16,25.7
ชัยภูมิ,ตุลาคม,ผลิต,3,2.5
ชัยภูมิ,ตุลาคม,บริการ,22,18.7
ชัยภูมิ,พฤศจิกายน,ขายส่ง/ขายปลีก,11,23.35
ชัยภูมิ,พฤศจิกายน,ผลิต,1,0.4
ชัยภูมิ,พฤศจิกายน,บริการ,15,23.0
ชัยภูมิ,ธันวาคม,ขายส่ง/ขายปลีก,8,10.7
ชัยภูมิ,ธันวาคม,ผลิต,4,9.5
ชัยภูมิ,ธันวาคม,บริการ,12,11.2
นครพนม,มกราคม,ขายส่ง/ขายปลีก,3,4.0
นครพนม,มกราคม,ผลิต,2,1.01
นครพนม,มกราคม,บริการ,17,25.65
นครพนม,กุมภาพันธ์,ขายส่ง/ขายปลีก,7,6.0
นครพนม,กุมภาพันธ์,ผลิต,1,1.0
นครพนม,กุมภาพันธ์,บริการ,8,11.54
นครพนม,มีนาคม,ขายส่ง/ขายปลีก,6,6.2
นครพนม,มีนาคม,ผลิต,1,2.5
นครพนม,มีนาคม,บริการ,7,6.65
นครพนม,เมษายน,ขายส่ง/ขายปลีก,4,3.5
นครพนม,เมษายน,ผลิต,4,3.6
นครพนม,เมษายน,บริการ,5,7.3
นครพนม,พฤษภาคม,ขายส่ง/ขายปลีก,9,17.12
นครพนม,พฤษภาคม,ผลิต,0,0.0
นครพนม,พฤษภาคม,บริการ,7,10.5
นครพนม,มิถุนายน,ขายส่ง/ขายปลีก,8,6.6
นครพนม,มิถุนายน,ผลิต,1,0.05
นครพนม,มิถุนายน,บริการ,9,5.72
นครพนม,กรกฎาคม,ขายส่ง/ขายปลีก,4,3.5
นครพนม,กรกฎาคม,ผลิต,0,0.0
นครพนม,กรกฎาคม,บริการ,10,19.7
นครพนม,สิงหาคม,ขายส่ง/ขายปลีก,10,14.1
นครพนม,สิงหาคม,ผลิต,1,0.2
นครพนม,สิงหาคม,บริการ,12,22.0
นครพนม,กันยายน,ขายส่ง/ขายปลีก,7,7.5
นครพนม,กันยายน,ผลิต,1,5.0
นครพนม,กันยายน,บริการ,11,16.6
นครพนม,ตุลาคม,ขายส่ง/ขายปลีก,4,10.2
นครพนม,ตุลาคม,ผลิต,1,0.5
นครพนม,ตุลาคม,บริการ,9,7.37
นครพนม,พฤศจิกายน,ขายส่ง/ขายปลีก,8,10.8
นครพนม,พฤศจิกายน,ผลิต,1,0.15
นครพนม,พฤศจิกายน,บริการ,7,17.5
นครพนม,ธันวาคม,ขายส่ง/ขายปลีก,3,3.0
นครพนม,ธันวาคม,ผลิต,0,0.0
นครพนม,ธันวาคม,บริการ,4,3.1
นครราชสีมา,มกราคม,ขายส่ง/ขายปลีก,54,82.1
นครราชสีมา,มกราคม,ผลิต,16,15.0
นครราชสีมา,มกราคม,บริการ,85,112.7
นครราชสีมา,กุมภาพันธ์,ขายส่ง/ขายปลีก,43,49.601
นครราชสีมา,กุมภาพันธ์,ผลิต,19,21.8
นครราชสีมา,กุมภาพันธ์,บริการ,78,126.91
นครราชสีมา,มีนาคม,ขายส่ง/ขายปลีก,56,78.3
นครราชสีมา,มีนาคม,ผลิต,12,17.0
นครราชสีมา,มีนาคม,บริการ,61,71.47
นครราชสีมา,เมษายน,ขายส่ง/ขายปลีก,43,45.651
นครราชสีมา,เมษายน,ผลิต,11,19.0
นครราชสีมา,เมษายน,บริการ,41,63.95
นครราชสีมา,พฤษภาคม,ขายส่ง/ขายปลีก,39,82.47
นครราชสีมา,พฤษภาคม,ผลิต,10,9.5
นครราชสีมา,พฤษภาคม,บริการ,49,93.2
นครราชสีมา,มิถุนายน,ขายส่ง/ขายปลีก,33,51.4
นครราชสีมา,มิถุนายน,ผลิต,4,8.5
นครราชสีมา,มิถุนายน,บริการ,57,82.2
นครราชสีมา,กรกฎาคม,ขายส่ง/ขายปลีก,40,48.2
นครราชสีมา,กรกฎาคม,ผลิต,10,14.75
นครราชสีมา,กรกฎาคม,บริการ,72,112.7
นครราชสีมา,สิงหาคม,ขายส่ง/ขายปลีก,48,69.21
นครราชสีมา,สิงหาคม,ผลิต,9,17.0
นครราชสีมา,สิงหาคม,บริการ,68,111.85
นครราชสีมา,กันยายน,ขายส่ง/ขายปลีก,54,87.95
นครราชสีมา,กันยายน,ผลิต,11,16.4
นครราชสีมา,กันยายน,บริการ,77,87.6
นครราชสีมา,ตุลาคม,ขายส่ง/ขายปลีก,42,61.21
นครราชสีมา,ตุลาคม,ผลิต,19,37.6
นครราชสีมา,ตุลาคม,บริการ,53,90.91
นครราชสีมา,พฤศจิกายน,ขายส่ง/ขายปลีก,39,49.6101
นครราชสีมา,พฤศจิกายน,ผลิต,11,49.05
นครราชสีมา,พฤศจิกายน,บริการ,45,54.76
นครราชสีมา,ธันวาคม,ขายส่ง/ขายปลีก,20,35.1
นครราชสีมา,ธันวาคม,ผลิต,11,11.4
นครราชสีมา,ธันวาคม,บริการ,129,71.8
บึงกาฬ,มกราคม,ขายส่ง/ขายปลีก,6,11.0
บึงกาฬ,มกราคม,ผลิต,3,7.0
บึงกาฬ,มกราคม,บริการ,6,4.5
บึงกาฬ,กุมภาพันธ์,ขายส่ง/ขายปลีก,4,9.0
บึงกาฬ,กุมภาพันธ์,ผลิต,0,0.0
บึงกาฬ,กุมภาพันธ์,บริการ,11,20.1
บึงกาฬ,มีนาคม,ขายส่ง/ขายปลีก,4,5.0
บึงกาฬ,มีนาคม,ผลิต,1,1.0
บึงกาฬ,มีนาคม,บริการ,4,3.5
บึงกาฬ,เมษายน,ขายส่ง/ขายปลีก,4,2.6
บึงกาฬ,เมษายน,ผลิต,0,0.0
บึงกาฬ,เมษายน,บริการ,2,3.0
บึงกาฬ,พฤษภาคม,ขายส่ง/ขายปลีก,4,5.0
บึงกาฬ,พฤษภาคม,ผลิต,0,0.0
บึงกาฬ,พฤษภาคม,บริการ,6,10.0
บึงกาฬ,มิถุนายน,ขายส่ง/ขายปลีก,2,1.5
บึงกาฬ,มิถุนายน,ผลิต,0,0.0
บึงกาฬ,มิถุนายน,บริการ,4,3.05
บึงกาฬ,กรกฎาคม,ขายส่ง/ขายปลีก,4,4.0
บึงกาฬ,กรกฎาคม,ผลิต,1,5.0
บึงกาฬ,กรกฎาคม,บริการ,6,5.5
บึงกาฬ,สิงหาคม,ขายส่ง/ขายปลีก,5,4.6
บึงกาฬ,สิงหาคม,ผลิต,1,3.0
บึงกาฬ,สิงหาคม,บริการ,2,3.0
บึงกาฬ,กันยายน,ขายส่ง/ขายปลีก,2,3.0
บึงกาฬ,กันยายน,ผลิต,0,0.0
บึงกาฬ,กันยายน,บริการ,6,10.2
บึงกาฬ,ตุลาคม,ขายส่ง/ขายปลีก,1,1.0
บึงกาฬ,ตุลาคม,ผลิต,1,3.0
บึงกาฬ,ตุลาคม,บริการ,5,4.1
บึงกาฬ,พฤศจิกายน,ขายส่ง/ขายปลีก,2,2.0
บึงกาฬ,พฤศจิกายน,ผลิต,0,0.0
บึงกาฬ,พฤศจิกายน,บริการ,4,10.0
บึงกาฬ,ธันวาคม,ขายส่ง/ขายปลีก,1,0.5
บึงกาฬ,ธันวาคม,ผลิต,0,0.0
บึงกาฬ,ธันวาคม,บริการ,0,0.0
บุรีรัมย์,มกราคม,ขายส่ง/ขายปลีก,22,37.5
บุรีรัมย์,มกราคม,ผลิต,6,14.0
บุรีรัมย์,มกราคม,บริการ,19,26.4
บุรีรัมย์,กุมภาพันธ์,ขายส่ง/ขายปลีก,18,18.8
บุรีรัมย์,กุมภาพันธ์,ผลิต,5,5.0
บุรีรัมย์,กุมภาพันธ์,บริการ,20,21.2
บุรีรัมย์,มีนาคม,ขายส่ง/ขายปลีก,18,24.9
บุรีรัมย์,มีนาคม,ผลิต,5,9.75
บุรีรัมย์,มีนาคม,บริการ,15,17.2
บุรีรัมย์,เมษายน,ขายส่ง/ขายปลีก,14,21.0
บุรีรัมย์,เมษายน,ผลิต,3,2.15
บุรีรัมย์,เมษายน,บริการ,17,28.2
บุรีรัมย์,พฤษภาคม,ขายส่ง/ขายปลีก,15,11.4
บุรีรัมย์,พฤษภาคม,ผลิต,2,2.5
บุรีรัมย์,พฤษภาคม,บริการ,13,9.9251
บุรีรัมย์,มิถุนายน,ขายส่ง/ขายปลีก,18,28.15
บุรีรัมย์,มิถุนายน,ผลิต,2,41.0
บุรีรัมย์,มิถุนายน,บริการ,19,21.2
บุรีรัมย์,กรกฎาคม,ขายส่ง/ขายปลีก,16,19.85
บุรีรัมย์,กรกฎาคม,ผลิต,5,9.1
บุรีรัมย์,กรกฎาคม,บริการ,21,35.9
บุรีรัมย์,สิงหาคม,ขายส่ง/ขายปลีก,9,11.6
บุรีรัมย์,สิงหาคม,ผลิต,5,9.0
บุรีรัมย์,สิงหาคม,บริการ,29,32.51
บุรีรัมย์,กันยายน,ขายส่ง/ขายปลีก,26,41.0
บุรีรัมย์,กันยายน,ผลิต,2,1.1
บุรีรัมย์,กันยายน,บริการ,31,27.65
บุรีรัมย์,ตุลาคม,ขายส่ง/ขายปลีก,16,18.9
บุรีรัมย์,ตุลาคม,ผลิต,6,9.0
บุรีรัมย์,ตุลาคม,บริการ,24,442.0
บุรีรัมย์,พฤศจิกายน,ขายส่ง/ขายปลีก,13,23.01
บุรีรัมย์,พฤศจิกายน,ผลิต,2,0.6
บุรีรัมย์,พฤศจิกายน,บริการ,19,41.7
บุรีรัมย์,ธันวาคม,ขายส่ง/ขายปลีก,8,6.2
บุรีรัมย์,ธันวาคม,ผลิต,0,0.0
บุรีรัมย์,ธันวาคม,บริการ,15,29.6
มหาสารคาม,มกราคม,ขายส่ง/ขายปลีก,19,26.1
มหาสารคาม,มกราคม,ผลิต,4,3.05
มหาสารคาม,มกราคม,บริการ,17,26.104
มหาสารคาม,กุมภาพันธ์,ขายส่ง/ขายปลีก,19,38.2
มหาสารคาม,กุมภาพันธ์,ผลิต,6,11.0
มหาสารคาม,กุมภาพันธ์,บริการ,13,13.8
มหาสารคาม,มีนาคม,ขายส่ง/ขายปลีก,14,24.2
มหาสารคาม,มีนาคม,ผลิต,1,1.0
มหาสารคาม,มีนาคม,บริการ,13,24.5
มหาสารคาม,เมษายน,ขายส่ง/ขายปลีก,7,10.7
มหาสารคาม,เมษายน,ผลิต,1,0.05
มหาสารคาม,เมษายน,บริการ,10,11.31
มหาสารคาม,พฤษภาคม,ขายส่ง/ขายปลีก,7,9.0
มหาสารคาม,พฤษภาคม,ผลิต,3,3.0
มหาสารคาม,พฤษภาคม,บริการ,13,15.3
มหาสารคาม,มิถุนายน,ขายส่ง/ขายปลีก,13,16.2
มหาสารคาม,มิถุนายน,ผลิต,2,1.1
มหาสารคาม,มิถุนายน,บริการ,14,25.9
มหาสารคาม,กรกฎาคม,ขายส่ง/ขายปลีก,8,9.3
มหาสารคาม,กรกฎาคม,ผลิต,3,8.0
มหาสารคาม,กรกฎาคม,บริการ,20,26.8
มหาสารคาม,สิงหาคม,ขายส่ง/ขายปลีก,13,13.8
มหาสารคาม,สิงหาคม,ผลิต,0,0.0
มหาสารคาม,สิงหาคม,บริการ,8,6.65
มหาสารคาม,กันยายน,ขายส่ง/ขายปลีก,26,47.31
มหาสารคาม,กันยายน,ผลิต,5,7.0
มหาสารคาม,กันยายน,บริการ,18,29.5
มหาสารคาม,ตุลาคม,ขายส่ง/ขายปลีก,12,25.0
มหาสารคาม,ตุลาคม,ผลิต,0,0.0
มหาสารคาม,ตุลาคม,บริการ,15,32.5
มหาสารคาม,พฤศจิกายน,ขายส่ง/ขายปลีก,13,19.18
มหาสารคาม,พฤศจิกายน,ผลิต,1,2.0
มหาสารคาม,พฤศจิกายน,บริการ,17,40.81
มหาสารคาม,ธันวาคม,ขายส่ง/ขายปลีก,9,17.5
มหาสารคาม,ธันวาคม,ผลิต,2,3.0
มหาสารคาม,ธันวาคม,บริการ,8,10.205
มุกดาหาร,มกราคม,ขายส่ง/ขายปลีก,5,4.025
มุกดาหาร,มกราคม,ผลิต,2,3.0
มุกดาหาร,มกราคม,บริการ,5,3.9
มุกดาหาร,กุมภาพันธ์,ขายส่ง/ขายปลีก,3,1.0
มุกดาหาร,กุมภาพันธ์,ผลิต,2,7.0
มุกดาหาร,กุมภาพันธ์,บริการ,3,7.0
มุกดาหาร,มีนาคม,ขายส่ง/ขายปลีก,3,4.5
มุกดาหาร,มีนาคม,ผลิต,1,1.0
มุกดาหาร,มีนาคม,บริการ,13,18.0
มุกดาหาร,เมษายน,ขายส่ง/ขายปลีก,2,10.0
มุกดาหาร,เมษายน,ผลิต,1,1.0
มุกดาหาร,เมษายน,บริการ,5,5.4
มุกดาหาร,พฤษภาคม,ขายส่ง/ขายปลีก,8,9.0
มุกดาหาร,พฤษภาคม,ผลิต,0,0.0
มุกดาหาร,พฤษภาคม,บริการ,4,3.5
มุกดาหาร,มิถุนายน,ขายส่ง/ขายปลีก,5,4.5
มุกดาหาร,มิถุนายน,ผลิต,3,7.0
มุกดาหาร,มิถุนายน,บริการ,6,4.1
มุกดาหาร,กรกฎาคม,ขายส่ง/ขายปลีก,3,3.0
มุกดาหาร,กรกฎาคม,ผลิต,2,160.0
มุกดาหาร,กรกฎาคม,บริการ,11,18.3
มุกดาหาร,สิงหาคม,ขายส่ง/ขายปลีก,4,5.0
มุกดาหาร,สิงหาคม,ผลิต,1,1.0
มุกดาหาร,สิงหาคม,บริการ,7,9.0
มุกดาหาร,กันยายน,ขายส่ง/ขายปลีก,5,4.0
มุกดาหาร,กันยายน,ผลิต,3,2.5
มุกดาหาร,กันยายน,บริการ,7,10.0
มุกดาหาร,ตุลาคม,ขายส่ง/ขายปลีก,2,1.5
มุกดาหาร,ตุลาคม,ผลิต,2,1.5
